concept_id,domain,category,difficulty,emoji,color,situation,purpose,korean_word,korean_pronunciation,korean_definition,korean_pos,korean_synonyms,korean_antonyms,korean_word_family,korean_compound_words,korean_collocations,english_word,english_pronunciation,english_definition,english_pos,english_synonyms,english_antonyms,english_word_family,english_compound_words,english_collocations,chinese_word,chinese_pronunciation,chinese_definition,chinese_pos,chinese_synonyms,chinese_antonyms,chinese_word_family,chinese_compound_words,chinese_collocations,japanese_word,japanese_pronunciation,japanese_definition,japanese_pos,japanese_synonyms,japanese_antonyms,japanese_word_family,japanese_compound_words,japanese_collocations,spanish_word,spanish_pronunciation,spanish_definition,spanish_pos,spanish_synonyms,spanish_antonyms,spanish_word_family,spanish_compound_words,spanish_collocations,korean_example,english_example,chinese_example,japanese_example,spanish_example
nature_environment_surroundings,nature,environment,basic,🌍,#4CAF50,"casual,public",description,환경,hwan-gyeong,우리 주변의 자연과 인공적 조건들,명사,"주변,둘레","내부,안쪽","환경적,환경학","자연환경,생활환경","깨끗한 환경,건강한 환경",environment,/ɪnˈvaɪ.rən.mənt/,the surroundings or conditions in which a person lives,noun,"surroundings,habitat","interior,inside","environmental,environmentally","natural environment,living environment","clean environment,healthy environment",环境,huan jing,周围的自然和人工条件,名词,"周围,环境","内部,里面","环境的,环保","自然环境,生活环境","清洁环境,健康环境",環境,kankyou,私たちの周りの自然と人工的な条件,名詞,"周囲,環境","内部,中","環境的,環境学","自然環境,生活環境","きれいな環境,健康な環境",ambiente,am-bien-te,las condiciones naturales y artificiales que nos rodean,sustantivo,"entorno,medio","interior,dentro","ambiental,ecológico","medio ambiente,ambiente natural","ambiente limpio,ambiente saludable","우리는 깨끗한 환경에서 살아야 합니다.","We should live in a clean environment.","我们应该生活在清洁的环境中。","私たちはきれいな環境で暮らすべきです。","Debemos vivir en un ambiente limpio."
nature_air_atmosphere,nature,environment,basic,💨,#87CEEB,"polite,public",opinion,공기,gong-gi,호흡을 위해 필요한 대기 중의 기체,명사,"대기,공중","진공,무공기","공기적,기체","신선한공기,깨끗한공기","맑은 공기,좋은 공기",air,/eər/,the mixture of gases that surrounds the earth,noun,"atmosphere,oxygen","vacuum,void","aerial,atmospheric","fresh air,clean air","pure air,breathable air",空气,kong qi,呼吸所需的大气中的气体,名词,"大气,气体","真空,无气","空气的,大气","新鲜空气,清洁空气","清新空气,良好空气",空気,kuuki,呼吸のために必要な大気中の気体,名詞,"大気,気体","真空,無気体","空気的,気体","新鮮な空気,きれいな空気","きれいな空気,良い空気",aire,ai-re,la mezcla de gases que rodea la tierra,sustantivo,"atmósfera,oxígeno","vacío,sin aire","aéreo,atmosférico","aire fresco,aire limpio","aire puro,aire respirable","이곳의 공기가 정말 맑아요.","The air here is really fresh.","这里的空气真的很清新。","ここの空気は本当にきれいです。","El aire aquí es realmente fresco."
nature_water_liquid,nature,environment,basic,💧,#4169E1,"casual,home",description,물,mul,생명체가 살아가는 데 필수적인 무색 투명한 액체,명사,"수분,액체","고체,기체","물질,수분","깨끗한물,마실물","맑은 물,신선한 물",water,/ˈwɔː.tər/,a colorless transparent liquid essential for life,noun,"liquid,H2O","solid,gas","aquatic,watery","clean water,drinking water","fresh water,pure water",水,shui,生物生存必需的无色透明液体,名词,"液体,水分","固体,气体","水的,液体","清洁水,饮用水","清水,新鲜水",水,mizu,生命体が生きるのに必要な無色透明な液体,名詞,"液体,水分","固体,気体","水の,液体","きれいな水,飲み水","きれいな水,新鮮な水",agua,a-gua,líquido transparente e incoloro esencial para la vida,sustantivo,"líquido,H2O","sólido,gas","acuático,líquido","agua limpia,agua potable","agua fresca,agua pura","물을 매일 충분히 마셔야 해요.","We should drink enough water every day.","我们应该每天喝足够的水。","毎日十分な水を飲むべきです。","Debemos beber suficiente agua todos los días."
nature_soil_earth,nature,environment,intermediate,🌱,#8B4513,"polite,public",description,토양,to-yang,식물이 자라는 데 필요한 지표면의 흙,명사,"흙,땅","공중,하늘","토질,지질","비옥한토양,건강한토양","좋은 토양,기름진 토양",soil,/sɔɪl/,the upper layer of earth where plants grow,noun,"earth,dirt","air,sky","earthy,terrestrial","fertile soil,rich soil","good soil,healthy soil",土壤,tu rang,植物生长所需的地表土壤,名词,"土地,泥土","空气,天空","土壤的,地质","肥沃土壤,健康土壤","良好土壤,肥沃土壤",土壌,dojou,植物が育つのに必要な地表の土,名詞,"土,地面","空気,空","土の,地質","肥沃な土壌,健康な土壌","良い土壌,肥えた土壌",suelo,sue-lo,la capa superior de tierra donde crecen las plantas,sustantivo,"tierra,barro","aire,cielo","terrestre,edáfico","suelo fértil,suelo rico","buen suelo,suelo saludable","이 토양은 농작물 재배에 좋습니다.","This soil is good for growing crops.","这个土壤适合种植农作物。","この土壌は農作物の栽培に良いです。","Este suelo es bueno para cultivar plantas."
nature_pollution_contamination,nature,environment,intermediate,☠️,#FF4444,"casual,public",emotion,오염,o-yeom,환경이 더러워지거나 해로운 물질로 오염되는 상태,명사,"더러움,contamination","청정,깨끗함","오염적,독성","환경오염,수질오염","심각한 오염,대기 오염",pollution,/pəˈluː.ʃən/,the contamination of the environment with harmful substances,noun,"contamination,toxicity","cleanliness,purity","polluted,toxic","air pollution,water pollution","severe pollution,environmental pollution",污染,wu ran,环境被有害物质污染的状态,名词,"污染物,毒性","清洁,纯净","污染的,有毒","环境污染,水污染","严重污染,空气污染",汚染,osen,環境が有害物質で汚れた状態,名詞,"汚れ,毒性","清潔,きれい","汚染された,有毒","環境汚染,水質汚染","深刻な汚染,大気汚染",contaminación,con-ta-mi-na-ción,la presencia de sustancias dañinas en el ambiente,sustantivo,"polución,toxicidad","limpieza,pureza","contaminado,tóxico","contaminación ambiental,contaminación del agua","contaminación severa,contaminación del aire","이 지역은 심각한 오염 문제를 겪고 있어요.","This area is suffering from serious pollution problems.","这个地区正遭受严重的污染问题。","この地域は深刻な汚染問題に苦しんでいます。","Esta área está sufriendo problemas serios de contaminación."
nature_recycling_reuse,nature,environment,intermediate,♻️,#4CAF50,"polite,home",suggestion,재활용,jae-hwal-yong,사용한 물건을 다시 사용 가능한 상태로 만드는 과정,명사,"순환,재사용","폐기,버림","재활용적,환경","플라스틱재활용,종이재활용","적극적인 재활용,환경 재활용",recycling,/riːˈsaɪ.klɪŋ/,the process of converting waste into reusable material,noun,"reuse,repurposing","disposal,waste","recyclable,reusable","plastic recycling,paper recycling","active recycling,environmental recycling",回收,hui shou,将废物转化为可再利用材料的过程,名词,"循环,再利用","丢弃,浪费","可回收,循环","塑料回收,纸张回收","积极回收,环境回收",リサイクル,risaikuru,使用したものを再び使用可能にする過程,名詞,"循環,再利用","廃棄,捨てる","リサイクル可能,再利用","プラスチックリサイクル,紙リサイクル","積極的なリサイクル,環境リサイクル",reciclaje,re-ci-cla-je,el proceso de convertir residuos en materiales reutilizables,sustantivo,"reutilización,reciclado","desecho,desperdicio","reciclable,reutilizable","reciclaje de plástico,reciclaje de papel","reciclaje activo,reciclaje ambiental","재활용을 통해 환경을 보호할 수 있어요.","We can protect the environment through recycling.","我们可以通过回收来保护环境。","リサイクルを通じて環境を保護できます。","Podemos proteger el medio ambiente a través del reciclaje."
nature_resource_material,nature,environment,intermediate,⛽,#FF8C00,"polite,public",description,자원,ja-won,인간이 이용할 수 있는 자연의 산물이나 재료,명사,"원료,재료","폐기물,쓰레기","자원적,물질","천연자원,재생자원","풍부한 자원,귀중한 자원",resource,/rɪˈzɔːrs/,a stock or supply of materials that can be drawn on,noun,"material,supply","waste,garbage","resourceful,material","natural resource,renewable resource","abundant resource,valuable resource",资源,zi yuan,人类可以利用的自然产物或材料,名词,"原料,材料","废物,垃圾","资源的,物质","天然资源,可再生资源","丰富资源,珍贵资源",資源,shigen,人間が利用できる自然の産物や材料,名詞,"原料,材料","廃棄物,ごみ","資源の,物質","天然資源,再生可能資源","豊富な資源,貴重な資源",recurso,re-cur-so,stock de materiales naturales que pueden ser utilizados,sustantivo,"material,suministro","residuo,basura","resourceful,material","recurso natural,recurso renovable","recurso abundante,recurso valioso","우리는 자원을 아껴 써야 합니다.","We should use resources wisely.","我们应该明智地使用资源。","私たちは資源を大切に使うべきです。","Debemos usar los recursos sabiamente."
nature_energy_power,nature,environment,basic,⚡,#FFD700,"casual,school",suggestion,에너지,e-neo-ji,일을 할 수 있는 능력이나 힘,명사,"힘,동력","피로,무력","에너지적,동력","재생에너지,청정에너지","풍부한 에너지,깨끗한 에너지",energy,/ˈen.ər.dʒi/,the power derived from physical or chemical resources,noun,"power,fuel","weakness,fatigue","energetic,powerful","renewable energy,clean energy","abundant energy,sustainable energy",能源,neng yuan,从物理或化学资源中获得的力量,名词,"力量,燃料","疲劳,无力","能源的,强力","可再生能源,清洁能源","丰富能源,可持续能源",エネルギー,enerugii,物理的または化学的資源から得られる力,名詞,"力,燃料","疲労,無力","エネルギーの,強力","再生可能エネルギー,クリーンエネルギー","豊富なエネルギー,持続可能エネルギー",energía,e-ner-gí-a,la capacidad de realizar trabajo o producir cambios,sustantivo,"fuerza,potencia","fatiga,debilidad","energético,poderoso","energía renovable,energía limpia","energía abundante,energía sostenible","태양 에너지는 친환경적입니다.","Solar energy is environmentally friendly.","太阳能是环保的。","太陽エネルギーは環境に優しいです。","La energía solar es ecológica."
nature_waste_garbage,nature,environment,basic,🗑️,#808080,"casual,home",emotion,쓰레기,sseu-re-gi,사용하지 않아 버리는 물건이나 물질,명사,"폐기물,낭비","자원,재료","폐기적,버림","생활쓰레기,플라스틱쓰레기","많은 쓰레기,분리된 쓰레기",waste,/weɪst/,unwanted or unusable material that is discarded,noun,"garbage,trash","resource,material","wasteful,discarded","household waste,plastic waste","excessive waste,separated waste",垃圾,la ji,不要使用而丢弃的物品或物质,名词,"废物,浪费","资源,材料","废弃的,丢弃","生活垃圾,塑料垃圾","大量垃圾,分类垃圾",ゴミ,gomi,使わずに捨てる物や物質,名詞,"廃棄物,無駄","資源,材料","廃棄の,捨てる","生活ごみ,プラスチックごみ","多くのごみ,分別されたごみ",basura,ba-su-ra,material no deseado que se desecha,sustantivo,"residuo,desperdicio","recurso,material","desperdicioso,desechado","basura doméstica,basura plástica","mucha basura,basura separada","쓰레기를 함부로 버리면 안 됩니다.","We shouldn't throw away trash carelessly.","我们不应该随意丢弃垃圾。","ごみを勝手に捨ててはいけません。","No debemos tirar basura descuidadamente."
nature_forest_woods,nature,environment,basic,🌲,#228B22,"polite,public",description,숲,sup,나무가 많이 모여 자라는 곳,명사,"산림,수풀","사막,벌판","삼림적,수목","울창한숲,깊은숲","아름다운 숲,신비한 숲",forest,/ˈfɒr.ɪst/,a large area covered with trees and undergrowth,noun,"woods,woodland","desert,plain","forested,wooded","dense forest,deep forest","beautiful forest,mysterious forest",森林,sen lin,树木众多聚集生长的地方,名词,"树林,树丛","沙漠,平原","森林的,树木","茂密森林,深森林","美丽森林,神秘森林",森,mori,木がたくさん集まって育つ場所,名詞,"森林,林","砂漠,平原","森の,樹木","うっそうとした森,深い森","美しい森,神秘的な森",bosque,bos-que,área extensa cubierta de árboles,sustantivo,"selva,arboleda","desierto,llanura","boscoso,arbolado","bosque denso,bosque profundo","bosque hermoso,bosque misterioso","숲에서 신선한 공기를 마실 수 있어요.","You can breathe fresh air in the forest.","你可以在森林里呼吸新鲜空气。","森で新鮮な空気を吸うことができます。","Puedes respirar aire fresco en el bosque."
