concept_id,domain,category,difficulty,situation,purpose,korean_title,korean_structure,korean_description,korean_example,english_title,english_structure,english_description,english_example,japanese_title,japanese_structure,japanese_description,japanese_example,chinese_title,chinese_structure,chinese_description,chinese_example,spanish_title,spanish_structure,spanish_description,spanish_example,korean_word,english_word,japanese_word,chinese_word,spanish_word
nature_environment_surroundings,nature,environment,basic,"casual,public",description,환경 묘사하기,"N이/가 형용사다","환경의 특징을 형용사로 묘사하는 구조","이 환경이 정말 좋다.","Describing environment","N is adjective","Structure to describe environmental characteristics with adjectives","This environment is really good.","環境を描写する","Nが形容詞だ","環境の特徴を形容詞で描写する構造","この環境が本当に良い。","描述环境","N很形容词","用形容词描述环境特征的结构","这个环境很好。","Describir ambiente","N está adjective","Estructura para describir características ambientales con adjetivos","Este ambiente está muy bien.",환경,environment,環境,环境,ambiente
nature_air_atmosphere,nature,environment,basic,"polite,public",opinion,공기 상태 표현,"N이/가 어떻다","공기의 상태나 질을 표현하는 구조","공기가 맑다.","Expressing air condition","N is adjective","Structure to express air quality or condition","The air is clear.","空気の状態表現","Nがどうだ","空気の状態や質を表現する構造","空気がきれいだ。","表达空气状态","N很形容词","表达空气状态或质量的结构","空气很清新。","Expresar condición del aire","N está adjective","Estructura para expresar calidad o condición del aire","El aire está limpio.",공기,air,空気,空气,aire
nature_water_liquid,nature,environment,basic,"casual,home",description,물의 성질 설명,"N은/는 어떤 N이다","물의 특성이나 성질을 설명하는 구조","물은 생명의 근원이다.","Describing water properties","N is adjective N","Structure to describe water characteristics or properties","Water is the source of life.","水の性質説明","Nはどんなものだ","水の特性や性質を説明する構造","水は生命の源だ。","说明水的性质","N是形容词的N","说明水的特性或性质的结构","水是生命之源。","Describir propiedades del agua","N es adjective N","Estructura para describir características o propiedades del agua","El agua es la fuente de la vida.",물,water,水,水,agua
nature_soil_earth,nature,environment,intermediate,"polite,public",description,토양 특성 묘사,"N은/는 V기에 좋다","토양이 어떤 목적에 적합함을 표현하는 구조","이 토양은 농사짓기에 좋다.","Describing soil characteristics","N is good for V-ing","Structure to express soil suitability for certain purposes","This soil is good for farming.","土壌特性描写","NはVのに良い","土壌がある目的に適していることを表現する構造","この土壌は農業に良い。","描述土壤特性","N适合V","表达土壤适合某种目的的结构","这种土壤适合种植。","Describir características del suelo","N es bueno para V","Estructura para expresar la idoneidad del suelo para ciertos propósitos","Este suelo es bueno para cultivar.",토양,soil,土壌,土壤,suelo
nature_pollution_contamination,nature,environment,intermediate,"casual,public",emotion,오염 상태 표현,"N이/가 V어/아서 형용사다","오염의 원인과 결과를 연결하여 표현하는 구조","강이 오염되어서 더럽다.","Expressing pollution state","N is polluted so adjective","Structure to connect pollution cause and result","The river is polluted so it's dirty.","汚染状態表現","NがVて形容詞だ","汚染の原因と結果を結んで表現する構造","川が汚染されて汚い。","表达污染状态","N被V所以很形容词","连接污染原因和结果的表达结构","河水被污染所以很脏。","Expresar estado de contaminación","N está contaminado así que adjective","Estructura para conectar causa y resultado de contaminación","El río está contaminado así que está sucio.",오염,pollution,汚染,污染,contaminación
nature_recycling_reuse,nature,environment,intermediate,"polite,home",suggestion,재활용 권유하기,"V아/어 주세요","재활용 행동을 부탁하는 구조","분리수거를 해 주세요.","Encouraging recycling","Please V","Structure to request recycling actions","Please separate the waste.","リサイクル勧誘","Vてください","リサイクル行動をお願いする構造","分別収集をしてください。","鼓励回收","请V","请求回收行动的结构","请分类垃圾。","Alentar reciclaje","Por favor V","Estructura para solicitar acciones de reciclaje","Por favor separa la basura.",재활용,recycling,リサイクル,回收,reciclaje
nature_resource_material,nature,environment,intermediate,"polite,public",description,자원 중요성 표현,"N은/는 형용사기 때문에 V아/어야 한다","자원의 특성과 필요한 행동을 연결하는 구조","자원은 소중하기 때문에 아껴야 한다.","Expressing resource importance","N is adjective so we must V","Structure to connect resource characteristics with necessary actions","Resources are precious so we must conserve them.","資源重要性表現","Nは形容詞だからVべきだ","資源の特性と必要な行動を結ぶ構造","資源は大切だから節約すべきだ。","表达资源重要性","N很形容词所以必须V","连接资源特性与必要行动的结构","资源很宝贵所以必须节约。","Expresar importancia de recursos","N es adjective así que debemos V","Estructura para conectar características de recursos con acciones necesarias","Los recursos son preciosos así que debemos conservarlos.",자원,resource,資源,资源,recurso
nature_energy_power,nature,environment,basic,"casual,school",suggestion,에너지 활용 제안,"N로/으로 V을/를 수 있다","에너지 활용 방법을 제안하는 구조","태양으로 전기를 만들 수 있다.","Suggesting energy use","We can V with N","Structure to suggest energy utilization methods","We can generate electricity with the sun.","エネルギー活用提案","Nで V ができる","エネルギー活用方法を提案する構造","太陽で電気を作ることができる。","建议能源利用","用N可以V","建议能源利用方法的结构","用太阳能可以发电。","Sugerir uso de energía","Podemos V con N","Estructura para sugerir métodos de utilización de energía","Podemos generar electricidad con el sol.",에너지,energy,エネルギー,能源,energía
nature_waste_garbage,nature,environment,basic,"casual,home",emotion,쓰레기 문제 표현,"V으면/면 안 된다","쓰레기 처리에 대한 금지 표현 구조","쓰레기를 함부로 버리면 안 된다.","Expressing waste problems","We shouldn't V","Structure to express prohibition about waste disposal","We shouldn't throw away trash carelessly.","ゴミ問題表現","Vてはいけない","ゴミ処理に対する禁止表現構造","ごみを勝手に捨ててはいけない。","表达垃圾问题","不应该V","关于垃圾处理的禁止表达结构","不应该乱丢垃圾。","Expresar problemas de basura","No deberíamos V","Estructura para expresar prohibición sobre eliminación de basura","No deberíamos tirar basura descuidadamente.",쓰레기,waste,ゴミ,垃圾,basura
nature_forest_woods,nature,environment,basic,"polite,public",description,숲 상태 묘사,"N이/가 N로/으로 가득하다","숲의 풍부함을 표현하는 구조","숲이 나무로 가득하다.","Describing forest state","N is full of N","Structure to express forest abundance","The forest is full of trees.","森の状態描写","NがNでいっぱいだ","森の豊かさを表現する構造","森が木でいっぱいだ。","描述森林状态","N满是N","表达森林丰富性的结构","森林满是树木。","Describir estado del bosque","N está lleno de N","Estructura para expresar abundancia del bosque","El bosque está lleno de árboles.",숲,forest,森,森林,bosque
