concept_id,domain,category,difficulty,situation,purpose,korean,english,japanese,chinese,spanish,korean_word,english_word,japanese_word,chinese_word,spanish_word
business_agenda_plan,business,meeting,intermediate,"polite,work",instruction,"첫 번째 안건부터 차례로 논의하겠습니다.","Let's discuss the agenda items one by one.","議題を順番に討議しましょう。","让我们逐项讨论议程。","Discutamos los puntos de la agenda uno por uno.",안건,agenda,議題,议程,agenda
business_meeting_gathering,business,meeting,basic,"polite,work",instruction,"팀 회의가 오후 3시에 예정되어 있습니다.","The team meeting is scheduled for 3 PM.","チーム会議は午後3時に予定されています。","团队会议安排在下午3点。","La reunión del equipo está programada para las 3 PM.",회의,meeting,会議,会议,reunión
business_minutes_record,business,meeting,intermediate,"polite,work",description,"지난 회의 회의록을 검토해 보겠습니다.","Let's review the minutes from the last meeting.","前回の議事録を確認しましょう。","让我们查看上次会议的记录。","Revisemos las actas de la última reunión.",회의록,minutes,議事録,会议记录,acta
business_chair_leader,business,meeting,intermediate,"polite,work",instruction,"이번 회의는 박 과장님이 의장을 맡으셨습니다.","Manager Park is chairing this meeting.","今回の会議は朴課長が議長を務めます。","朴经理主持这次会议。","El gerente Park preside esta reunión.",의장,chair,議長,主席,presidente
business_attendee_participant,business,meeting,basic,"polite,work",description,"모든 부서의 참석자가 도착했습니다.","Attendees from all departments have arrived.","全部署の参加者が到着しました。","所有部门的参与者都已到达。","Han llegado asistentes de todos los departamentos.",참석자,attendee,参加者,参会者,asistente
business_discussion_talk,business,meeting,intermediate,"polite,social",suggestion,"이 주제에 대해 자유롭게 토론해 주세요.","Please feel free to discuss this topic.","このテーマについて自由に討論してください。","请自由讨论这个话题。","Por favor discutan libremente este tema.",토론,discussion,討論,讨论,discusión
business_decision_choice,business,meeting,intermediate,"polite,work",agreement,"최종 결정은 다음 주에 내리겠습니다.","We'll make the final decision next week.","最終決定は来週に行います。","我们将在下周做出最终决定。","Tomaremos la decisión final la próxima semana.",결정,decision,決定,决定,decisión
business_proposal_suggestion,business,meeting,intermediate,"polite,work",suggestion,"새로운 프로젝트 제안서를 준비했습니다.","I prepared a new project proposal.","新しいプロジェクトの提案書を準備しました。","我准备了一个新项目提案。","Preparé una propuesta de nuevo proyecto.",제안서,proposal,提案書,提案,propuesta
business_when_timing,business,meeting,basic,"polite,work",question,"다음 회의는 언제 열 예정인가요?","When is the next meeting scheduled?","次の会議はいつ開催予定ですか？","下次会议安排在什么时候？","¿Cuándo está programada la próxima reunión?",언제,when,いつ,什么时候,cuándo
business_vote_ballot,business,meeting,basic,"polite,work",question,"이 안건에 대해 투표로 결정하겠습니다.","We'll decide this matter by vote.","この議題は投票で決定します。","我们将通过投票决定这个事项。","Decidiremos este asunto por votación.",투표,vote,投票,投票,voto
