concept_id,domain,category,difficulty,situation,purpose,korean,english,japanese,chinese,spanish,korean_word,english_word,japanese_word,chinese_word,spanish_word
business_colleague_coworker,business,colleagues,basic,"polite,work",greeting,"이 분은 저희 팀의 새로운 동료입니다.","This is our team's new colleague.","この方は私たちチームの新しい同僚です。","这位是我们团队的新同事。","Esta es la nueva colega de nuestro equipo.",동료,colleague,同僚,同事,colega
business_team_group,business,colleagues,basic,"polite,work",description,"저희 팀은 다섯 명으로 구성되어 있어요.","Our team consists of five members.","私たちのチームは5人で構成されています。","我们团队由五个人组成。","Nuestro equipo está compuesto por cinco miembros.",팀,team,チーム,团队,equipo
business_boss_supervisor,business,colleagues,intermediate,"polite,work",question,"상사께서 언제 오실 예정인가요?","When is the boss expected to arrive?","上司はいつ来る予定ですか？","老板什么时候预计到达？","¿Cuándo se espera que llegue el jefe?",상사,boss,上司,老板,jefe
business_subordinate_employee,business,colleagues,intermediate,"polite,work",instruction,"부하직원들과 정기 미팅을 진행해주세요.","Please conduct regular meetings with subordinates.","部下との定期ミーティングを実施してください。","请与下属进行定期会议。","Por favor realiza reuniones regulares con subordinados.",부하직원,subordinate,部下,下属,subordinado
business_cooperation_teamwork,business,colleagues,basic,"polite,work",suggestion,"다른 부서와의 협력이 필요할 것 같아요.","I think cooperation with other departments will be necessary.","他部署との協力が必要だと思います。","我认为需要与其他部门合作。","Creo que será necesaria la cooperación con otros departamentos.",협력,cooperation,協力,合作,cooperación
business_communication_dialogue,business,colleagues,basic,"polite,work",opinion,"효과적인 소통을 위해 회의를 자주 해요.","We have frequent meetings for effective communication.","効果的なコミュニケーションのために頻繁に会議をします。","我们经常开会以便有效沟通。","Tenemos reuniones frecuentes para una comunicación efectiva.",소통,communication,コミュニケーション,沟通,comunicación
business_relationship_connection,business,colleagues,intermediate,"casual,work",description,"좋은 업무 관계를 유지하는 것이 성공의 열쇠예요.","Maintaining good work relationships is the key to success.","良好な業務関係を維持することが成功の鍵です。","保持良好的工作关系是成功的关键。","Mantener buenas relaciones laborales es la clave del éxito.",관계,relationship,関係,关系,relación
business_greeting_salutation,business,colleagues,basic,"polite,work",greeting,"먼저 출근해서 모든 분께 인사드렸어요.","I came in early and greeted everyone.","早く出勤してみなさんに挨拶しました。","我早早上班，向大家打招呼。","Llegué temprano y saludé a todos.",인사,greeting,挨拶,问候,saludo
business_help_assistance,business,colleagues,basic,"polite,work",request,"이 업무에 도움이 필요하신 분 있나요?","Does anyone need help with this task?","この業務でお手伝いが必要な方はいますか？","有人需要这项任务的帮助吗？","¿Alguien necesita ayuda con esta tarea?",도움,help,手伝い,帮助,ayuda
business_support_backing,business,colleagues,intermediate,"polite,work",agreement,"기술 지원 팀에서 문제를 해결해 줄 거예요.","The technical support team will solve the problem.","技術サポートチームが問題を解決してくれます。","技术支持团队将解决问题。","El equipo de soporte técnico resolverá el problema.",지원,support,サポート,支持,apoyo
business_collaboration_partnership,business,colleagues,advanced,"formal,work",suggestion,"이번 프로젝트는 여러 부서간 협업으로 진행됩니다.","This project proceeds through collaboration between multiple departments.","このプロジェクトは複数部署間のコラボレーションで進められます。","这个项目通过多个部门之间的合作进行。","Este proyecto procede a través de la colaboración entre múltiples departamentos.",협업,collaboration,コラボレーション,合作,colaboración
business_meeting_conference,business,colleagues,basic,"formal,work",instruction,"내일 아침 9시에 팀 회의를 준비해 주세요.","Please prepare for the team meeting at 9 AM tomorrow.","明日朝9時のチームミーティングの準備をお願いします。","请准备明天上午9点的团队会议。","Por favor prepara la reunión de equipo a las 9 AM de mañana.",회의,meeting,会議,会议,reunión
business_discussion_debate,business,colleagues,intermediate,"casual,work",opinion,"이 문제에 대해 더 깊은 토론이 필요해요.","We need deeper discussion about this issue.","この問題についてより深い議論が必要です。","我们需要就这个问题进行更深入的讨论。","Necesitamos una discusión más profunda sobre este tema.",토론,discussion,議論,讨论,discusión
business_opinion_viewpoint,business,colleagues,basic,"polite,work",opinion,"이 제안에 대한 의견을 들려주세요.","Please share your opinion on this proposal.","この提案についてご意見をお聞かせください。","请分享您对这个提案的意见。","Por favor comparte tu opinión sobre esta propuesta.",의견,opinion,意見,意见,opinión
business_advice_guidance,business,colleagues,intermediate,"polite,work",suggestion,"경험이 많으신 분의 조언을 구하고 싶어요.","I'd like to seek advice from someone with experience.","経験豊富な方のアドバイスを求めたいです。","我想寻求有经验的人的建议。","Me gustaría buscar consejo de alguien con experiencia.",조언,advice,アドバイス,建议,consejo
business_experience_background,business,colleagues,intermediate,"casual,work",description,"이전 회사에서의 경험이 지금 업무에 도움이 돼요.","Experience from the previous company helps with current work.","前の会社での経験が今の仕事に役立ちます。","之前公司的经验对现在的工作有帮助。","La experiencia de la empresa anterior ayuda con el trabajo actual.",경험,experience,経験,经验,experiencia
business_expertise_specialization,business,colleagues,advanced,"formal,work",description,"그분은 마케팅 분야의 전문성을 갖고 계세요.","He has expertise in the marketing field.","彼はマーケティング分野の専門性を持っています。","他在营销领域具有专业知识。","Él tiene experiencia en el campo del marketing.",전문성,expertise,専門性,专业知识,experiencia
business_networking_connecting,business,colleagues,fluent,"polite,public",suggestion,"업계 컨퍼런스에서 효과적인 네트워킹을 할 수 있어요.","You can do effective networking at industry conferences.","業界カンファレンスで効果的なネットワーキングができます。","您可以在行业会议上进行有效的社交。","Puedes hacer networking efectivo en conferencias de la industria.",네트워킹,networking,ネットワーキング,社交,networking
business_partner_associate,business,colleagues,basic,"polite,office",greeting,"새로운 비즈니스 파트너와 첫 만남을 가졌어요.","I had the first meeting with a new business partner.","新しいビジネスパートナーと初対面しました。","我与新的商业伙伴进行了第一次会面。","Tuve la primera reunión con un nuevo socio comercial.",파트너,partner,パートナー,合作伙伴,socio
business_responsibility_duty,business,responsibilities,basic,"polite,work",instruction,"각자의 책임 범위를 명확히 정해야 해요.","We need to clearly define each person's scope of responsibility.","それぞれの責任範囲を明確に定める必要があります。","我们需要明确界定每个人的责任范围。","Necesitamos definir claramente el alcance de responsabilidad de cada persona.",책임,responsibility,責任,责任,responsabilidad
business_duty_obligation,business,responsibilities,basic,"formal,work",instruction,"직원으로서의 기본 의무를 지켜주세요.","Please observe basic duties as an employee.","従業員としての基本義務を守ってください。","请遵守作为员工的基本义务。","Por favor observa los deberes básicos como empleado.",의무,duty,義務,义务,deber
business_role_position,business,responsibilities,basic,"polite,work",description,"프로젝트에서 각자의 역할을 배정받았어요.","We each received our roles in the project.","プロジェクトでそれぞれの役割を割り当てられました。","我们各自在项目中被分配了角色。","Cada uno recibió su papel en el proyecto.",역할,role,役割,角色,papel
business_task_assignment,business,responsibilities,basic,"casual,work",question,"이번 주에 완료해야 할 업무 목록이에요.","This is the list of tasks to complete this week.","今週完了すべきタスクリストです。","这是本周要完成的任务列表。","Esta es la lista de tareas a completar esta semana.",업무,task,タスク,任务,tarea
business_project_venture,business,responsibilities,intermediate,"formal,work",instruction,"신규 프로젝트 팀을 구성해서 시작하겠습니다.","We'll form a new project team and start.","新規プロジェクトチームを構成して開始します。","我们将组建一个新的项目团队并开始。","Formaremos un nuevo equipo de proyecto y comenzaremos.",프로젝트,project,プロジェクト,项目,proyecto
business_goal_objective,business,responsibilities,basic,"polite,work",suggestion,"올해 목표 달성을 위해 더 노력해야겠어요.","I need to work harder to achieve this year's goals.","今年の目標達成のためにもっと努力しなければなりません。","我需要更加努力来实现今年的目标。","Necesito trabajar más duro para lograr las metas de este año.",목표,goal,目標,目标,meta
business_performance_achievement,business,responsibilities,intermediate,"formal,work",description,"분기별 성과 평가가 다음 주에 있어요.","Quarterly performance evaluation is next week.","四半期ごとの成果評価が来週あります。","季度绩效评估在下周。","La evaluación de rendimiento trimestral es la próxima semana.",성과,performance,パフォーマンス,绩效,rendimiento
business_result_outcome,business,responsibilities,basic,"casual,work",description,"시장 조사 결과를 보고서로 정리했어요.","I organized the market research results into a report.","市場調査の結果をレポートにまとめました。","我将市场调研结果整理成报告。","Organicé los resultados de la investigación de mercado en un informe.",결과,result,結果,结果,resultado
business_completion_finish,business,responsibilities,basic,"polite,work",gratitude,"프로젝트 완료까지 팀원들이 정말 수고했어요.","Team members really worked hard until project completion.","プロジェクト完了まで、チームメンバーが本当にお疲れ様でした。","团队成员在项目完成之前真的很辛苦。","Los miembros del equipo realmente trabajaron duro hasta la finalización del proyecto.",완료,completion,完了,完成,finalización
business_progress_advancement,business,responsibilities,basic,"casual,work",description,"작업 진행 상황을 매일 업데이트하고 있어요.","I'm updating work progress daily.","作業進行状況を毎日アップデートしています。","我每天都在更新工作进展。","Estoy actualizando el progreso del trabajo diariamente.",진행,progress,進行,进展,progreso
business_management_administration,business,responsibilities,intermediate,"formal,work",instruction,"효율적인 업무 관리를 위해 시스템을 도입했어요.","We introduced a system for efficient work management.","効率的な業務管理のためにシステムを導入しました。","我们引入了一个系统来进行高效的工作管理。","Introdujimos un sistema para la gestión eficiente del trabajo.",관리,management,管理,管理,gestión
business_plan_scheme,business,responsibilities,basic,"polite,work",suggestion,"월간 업무 계획을 세워서 공유드릴게요.","I'll create and share the monthly work plan.","月間業務計画を立てて共有いたします。","我将制定并分享月度工作计划。","Crearé y compartiré el plan de trabajo mensual.",계획,plan,計画,计划,plan
business_execution_implementation,business,responsibilities,intermediate,"polite,work",instruction,"계획된 전략을 차질없이 실행해 주세요.","Please execute the planned strategy without any delays.","計画された戦略を滞りなく実行してください。","请毫不延迟地执行计划的策略。","Por favor ejecuta la estrategia planeada sin demoras.",실행,execution,実行,执行,ejecución
business_report_briefing,business,responsibilities,basic,"formal,work",instruction,"주간 업무 보고서를 금요일까지 제출해주세요.","Please submit the weekly work report by Friday.","週間業務報告書を金曜日までに提出してください。","请在周五之前提交周工作报告。","Por favor envía el informe de trabajo semanal antes del viernes.",보고,report,報告,报告,informe
business_review_examination,business,responsibilities,intermediate,"formal,work",instruction,"계약서 내용을 상세히 검토해 보겠습니다.","I will review the contract contents in detail.","契約書の内容を詳しくレビューします。","我将详细审查合同内容。","Revisaré el contenido del contrato en detalle.",검토,review,レビュー,审查,revisión
business_improvement_enhancement,business,responsibilities,advanced,"polite,work",suggestion,"업무 프로세스 개선안을 제안하고 싶어요.","I'd like to propose work process improvement plans.","業務プロセスの改善案を提案したいです。","我想提出工作流程改进方案。","Me gustaría proponer planes de mejora del proceso de trabajo.",개선,improvement,改善,改善,mejora
business_quality_standard,business,responsibilities,intermediate,"formal,work",opinion,"품질 향상을 위해 추가 교육이 필요합니다.","Additional training is needed for quality improvement.","品質向上のため追加研修が必要です。","需要额外培训来提高质量。","Se necesita entrenamiento adicional para la mejora de la calidad.",품질,quality,品質,质量,calidad
