concept_id,domain,category,difficulty,emoji,color,situation,purpose,korean_word,korean_pronunciation,korean_definition,korean_pos,korean_synonyms,korean_antonyms,korean_word_family,korean_compound_words,korean_collocations,english_word,english_pronunciation,english_definition,english_pos,english_synonyms,english_antonyms,english_word_family,english_compound_words,english_collocations,chinese_word,chinese_pronunciation,chinese_definition,chinese_pos,chinese_synonyms,chinese_antonyms,chinese_word_family,chinese_compound_words,chinese_collocations,japanese_word,japanese_pronunciation,japanese_definition,japanese_pos,japanese_synonyms,japanese_antonyms,japanese_word_family,japanese_compound_words,japanese_collocations,spanish_word,spanish_pronunciation,spanish_definition,spanish_pos,spanish_synonyms,spanish_antonyms,spanish_word_family,spanish_compound_words,spanish_collocations,korean_example,english_example,chinese_example,japanese_example,spanish_example
daily_hello_greeting,daily,communication,basic,👋,#2196F3,"casual,social",greeting,안녕,an-nyeong,인사할 때 하는 말,감탄사,"인사,안녕하세요","안녕히,작별","인사,소통","안녕 인사,아침 안녕","친근한 안녕,따뜻한 안녕",hello,/həˈloʊ/,greeting when meeting someone,interjection,"hi,greetings","goodbye,farewell","greeting,communication","hello greeting,morning hello","friendly hello,warm hello",你好,ni hao,见面时的问候语,感叹词,"问候,您好","再见,告别","问候,交流","你好问候,早上你好","友好的你好,温暖的你好",こんにちは,konnichiwa,会った時の挨拶の言葉,感動詞,"挨拶,ハロー","さようなら,別れ","挨拶,コミュニケーション","こんにちは挨拶,朝のこんにちは","親しいこんにちは,温かいこんにちは",hola,o-la,saludo al encontrarse con alguien,interjección,"saludos,buenos días","adiós,despedida","saludo,comunicación","saludo hola,hola matutino","hola amistoso,hola cálido","안녕! 오늘 어떻게 지내세요?","Hello! How are you today?","你好！今天过得怎么样？","こんにちは！今日はいかがお過ごしですか？","¡Hola! ¿Cómo estás hoy?"
daily_goodbye_farewell,daily,communication,basic,👋,#2196F3,"casual,social",greeting,안녕히,an-nyeong-hi,헤어질 때 하는 인사,감탄사,"작별,잘가","안녕,만남","인사,이별","안녕히 가세요,안녕히 계세요","정중한 안녕히,따뜻한 안녕히",goodbye,/ɡʊdˈbaɪ/,farewell when parting,interjection,"farewell,bye","hello,greeting","parting,farewell","goodbye farewell,evening goodbye","polite goodbye,warm goodbye",再见,zai jian,分别时的告别语,感叹词,"告别,拜拜","你好,问候","告别,分离","再见告别,晚上再见","礼貌的再见,温暖的再见",さようなら,sayounara,別れる時の挨拶,感動詞,"別れ,バイバイ","こんにちは,挨拶","別れ,お別れ","さようなら別れ,夜のさようなら","丁寧なさようなら,温かいさようなら",adiós,a-diós,despedida al separarse,interjección,"hasta luego,chao","hola,saludo","despedida,separación","adiós despedida,adiós nocturno","adiós cortés,adiós cálido","안녕히 가세요! 내일 또 만나요.","Goodbye! See you again tomorrow.","再见！明天再见。","さようなら！また明日会いましょう。","¡Adiós! Nos vemos mañana."
daily_thank_gratitude,daily,communication,basic,🙏,#2196F3,"polite,social",gratitude,감사,gam-sa,고마움을 표현하는 말,명사,"고마움,사례","불만,원망","감사,예의","감사 인사,진심 감사","깊은 감사,따뜻한 감사",thank,/θæŋk/,expression of gratitude,verb,"appreciate,acknowledge","complain,blame","gratitude,courtesy","thank expression,sincere thank","deep thank,warm thank",谢谢,xie xie,表达感谢的话,动词,"感谢,致谢","抱怨,责备","感谢,礼貌","谢谢表达,真诚谢谢","深深的谢谢,温暖的谢谢",ありがとう,arigatou,感謝を表す言葉,感動詞,"感謝,お礼","不満,文句","感謝,礼儀","ありがとう表現,心からのありがとう","深いありがとう,温かいありがとう",gracias,gra-cias,expresión de agradecimiento,interjección,"agradecer,dar las gracias","quejarse,culpar","gratitud,cortesía","expresión gracias,gracias sincero","gracias profundo,gracias cálido","정말 감사합니다!","Thank you so much!","非常感谢！","本当にありがとうございます！","¡Muchas gracias!"
daily_please_request,daily,communication,basic,🙏,#2196F3,"polite,social",request,부탁,bu-tak,도움을 요청하는 말,명사,"요청,청","거절,거부","부탁,요청","부탁 말씀,간곡한 부탁","정중한 부탁,작은 부탁",please,/pliːz/,polite way to ask for something,adverb,"kindly,request","refuse,deny","request,asking","please request,urgent please","polite please,gentle please",请,qing,礼貌请求的话,副词,"请求,拜托","拒绝,否认","请求,询问","请求表达,紧急请求","礼貌的请,温和的请",お願い,onegai,お願いする時の言葉,名詞,"依頼,頼み","拒否,断り","お願い,依頼","お願い表現,切実なお願い","丁寧なお願い,小さなお願い",por favor,por fa-vor,forma cortés de pedir algo,adverbio,"solicitar,pedir","rechazar,negar","solicitud,petición","solicitud por favor,por favor urgente","por favor cortés,por favor gentil","부탁 좀 들어주세요.","Please help me.","请帮助我。","お願いを聞いてください。","Por favor ayúdame."
daily_sorry_apology,daily,communication,basic,😔,#2196F3,"polite,social",gratitude,미안,mi-an,사과할 때 하는 말,감탄사,"죄송,사과","당당,자랑","사과,용서","미안 인사,진심 미안","깊은 미안,정중한 미안",sorry,/ˈsɔːri/,expression of apology,interjection,"apologize,regret","proud,boast","apology,forgiveness","sorry expression,sincere sorry","deep sorry,polite sorry",对不起,dui bu qi,道歉时说的话,感叹词,"抱歉,道歉","自豪,炫耀","道歉,原谅","对不起表达,真诚对不起","深深的对不起,礼貌的对不起",すみません,sumimasen,謝罪する時の言葉,感動詞,"申し訳,謝罪","誇り,自慢","謝罪,許し","すみません表現,心からのすみません","深いすみません,丁寧なすみません",perdón,per-dón,expresión de disculpa,interjección,"disculparse,lamentar","orgulloso,presumir","disculpa,perdón","expresión perdón,perdón sincero","perdón profundo,perdón cortés","정말 미안해요.","I'm really sorry.","真的对不起。","本当にすみません。","Realmente lo siento."
daily_yes_agreement,daily,communication,basic,✅,#2196F3,"casual,social",agreement,네,ne,긍정이나 동의를 나타내는 말,감탄사,"예,그래","아니오,싫어","긍정,동의","네 대답,확실한 네","정중한 네,친근한 네",yes,/jes/,affirmative response,interjection,"yeah,okay","no,nope","affirmation,agreement","yes answer,definite yes","polite yes,friendly yes",是,shi,肯定或同意的话,副词,"对,好","不,没有","肯定,同意","是的回答,确定的是","礼貌的是,友好的是",はい,hai,肯定や同意を表す言葉,感動詞,"ええ,そう","いいえ,だめ","肯定,同意","はい答え,確実なはい","丁寧なはい,親しいはい",sí,sí,respuesta afirmativa,interjección,"vale,okay","no,nada","afirmación,acuerdo","respuesta sí,sí definitivo","sí cortés,sí amistoso","네, 좋은 생각이에요!","Yes, that's a good idea!","是的,好主意！","はい、良いアイデアですね！","¡Sí, es una buena idea!"
daily_no_disagreement,daily,communication,basic,❌,#2196F3,"casual,social",agreement,아니오,a-ni-o,부정이나 거절을 나타내는 말,감탄사,"안돼,싫어","네,좋아","부정,거절","아니오 대답,확실한 아니오","정중한 아니오,단호한 아니오",no,/noʊ/,negative response,interjection,"nope,nah","yes,okay","negation,refusal","no answer,definite no","polite no,firm no",不,bu,否定或拒绝的话,副词,"没有,不要","是,好","否定,拒绝","不的回答,确定的不","礼貌的不,坚决的不",いいえ,iie,否定や拒絶を表す言葉,感動詞,"だめ,いや","はい,いい","否定,拒絶","いいえ答え,確実ないいえ","丁寧ないいえ,断固としたいいえ",no,no,respuesta negativa,interjección,"nada,para nada","sí,vale","negación,rechazo","respuesta no,no definitivo","no cortés,no firme","아니오, 그건 안 돼요.","No, that's not okay.","不,那不行。","いいえ、それはだめです。","No, eso no está bien."
daily_how_question,daily,communication,basic,❓,#2196F3,"casual,social",question,어떻게,eo-tteo-ke,방법이나 상태를 묻는 말,의문사,"어찌,방법","답변,해답","질문,방법","어떻게 질문,어떻게 방법","정중한 어떻게,친근한 어떻게",how,/haʊ/,question word for method or manner,interrogative,"in what way,by what means","answer,solution","question,method","how question,how method","polite how,friendly how",怎么,zen me,询问方法或状态的话,疑问词,"如何,怎样","回答,解答","问题,方法","怎么问题,怎么方法","礼貌的怎么,友好的怎么",どう,dou,方法や状態を尋ねる言葉,疑問詞,"いかに,どのように","答え,解答","質問,方法","どう質問,どう方法","丁寧などう,親しいどう",cómo,có-mo,palabra para preguntar método o manera,interrogativo,"de qué manera,de qué modo","respuesta,solución","pregunta,método","pregunta cómo,método cómo","cómo cortés,cómo amistoso","어떻게 지내세요?","How are you?","你怎么样？","どうですか？","¿Cómo estás?"
daily_what_question,daily,communication,basic,❓,#2196F3,"casual,social",question,무엇,mu-eot,사물이나 내용을 묻는 말,의문사,"뭐,무슨","답변,해답","질문,내용","무엇 질문,무엇 내용","정중한 무엇,친근한 무엇",what,/wʌt/,question word for things or content,interrogative,"which thing,what thing","answer,solution","question,content","what question,what content","polite what,friendly what",什么,shen me,询问事物或内容的话,疑问词,"什么东西,什么事","回答,解答","问题,内容","什么问题,什么内容","礼貌的什么,友好的什么",何,nani,事物や内容を尋ねる言葉,疑問詞,"なに,なんの","答え,解答","質問,内容","何質問,何内容","丁寧な何,親しい何",qué,qué,palabra para preguntar cosas o contenido,interrogativo,"qué cosa,cuál cosa","respuesta,solución","pregunta,contenido","pregunta qué,contenido qué","qué cortés,qué amistoso","무엇을 도와드릴까요?","What can I help you with?","我能帮你什么？","何をお手伝いしましょうか？","¿En qué puedo ayudarte?"
daily_where_question,daily,communication,basic,📍,#2196F3,"casual,social",question,어디,eo-di,장소를 묻는 말,의문사,"어느 곳,장소","여기,거기","질문,위치","어디 질문,어디 장소","정중한 어디,친근한 어디",where,/wɛr/,question word for location,interrogative,"what place,which place","here,there","question,location","where question,where place","polite where,friendly where",哪里,na li,询问地点的话,疑问词,"什么地方,哪个地方","这里,那里","问题,位置","哪里问题,哪里地方","礼貌的哪里,友好的哪里",どこ,doko,場所を尋ねる言葉,疑問詞,"どの場所,どちら","ここ,そこ","質問,位置","どこ質問,どこ場所","丁寧などこ,親しいどこ",dónde,dón-de,palabra para preguntar ubicación,interrogativo,"qué lugar,cuál lugar","aquí,allí","pregunta,ubicación","pregunta dónde,lugar dónde","dónde cortés,dónde amistoso","어디에 가세요?","Where are you going?","你去哪里？","どこに行きますか？","¿A dónde vas?"
daily_when_question,daily,communication,basic,⏰,#2196F3,"casual,social",question,언제,eon-je,시간을 묻는 말,의문사,"몇 시,시간","지금,항상","질문,시간","언제 질문,언제 시간","정중한 언제,친근한 언제",when,/wɛn/,question word for time,interrogative,"what time,at what time","now,always","question,time","when question,when time","polite when,friendly when",什么时候,shen me shi hou,询问时间的话,疑问词,"几点,什么时间","现在,总是","问题,时间","什么时候问题,什么时候时间","礼貌的什么时候,友好的什么时候",いつ,itsu,時間を尋ねる言葉,疑問詞,"何時,いつごろ","今,いつも","質問,時間","いつ質問,いつ時間","丁寧ないつ,親しいいつ",cuándo,cuán-do,palabra para preguntar tiempo,interrogativo,"qué hora,a qué hora","ahora,siempre","pregunta,tiempo","pregunta cuándo,tiempo cuándo","cuándo cortés,cuándo amistoso","언제 만날까요?","When shall we meet?","我们什么时候见面？","いつ会いましょうか？","¿Cuándo nos vemos?"
daily_why_question,daily,communication,basic,🤔,#2196F3,"casual,social",question,왜,wae,이유를 묻는 말,의문사,"무엇 때문에,어째서","때문에,결과","질문,이유","왜 질문,왜 이유","정중한 왜,친근한 왜",why,/waɪ/,question word for reason,interrogative,"for what reason,how come","because,result","question,reason","why question,why reason","polite why,friendly why",为什么,wei shen me,询问原因的话,疑问词,"为何,怎么","因为,结果","问题,原因","为什么问题,为什么原因","礼貌的为什么,友好的为什么",なぜ,naze,理由を尋ねる言葉,疑問詞,"どうして,なんで","ので,結果","質問,理由","なぜ質問,なぜ理由","丁寧ななぜ,親しいなぜ",por qué,por qué,palabra para preguntar razón,interrogativo,"por qué razón,cómo es que","porque,resultado","pregunta,razón","pregunta por qué,razón por qué","por qué cortés,por qué amistoso","왜 그렇게 생각하세요?","Why do you think so?","你为什么这么想？","なぜそう思いますか？","¿Por qué piensas eso?"
daily_reading_book,daily,hobbies,basic,📖,#9C27B0,"casual,home",description,독서,dok-seo,책을 읽는 활동,명사,"읽기,서적","무지,무학","책,읽기","독서 활동,독서 시간","즐거운 독서,유익한 독서",reading,/ˈriːdɪŋ/,activity of reading books,noun,"study,literature","ignorance,illiteracy","book,reading","reading activity,reading time","enjoyable reading,beneficial reading",阅读,yue du,读书的活动,名词,"读书,看书","无知,文盲","书,阅读","阅读活动,阅读时间","愉快的阅读,有益的阅读",読書,dokusho,本を読む活動,名詞,"読み,書籍","無知,無学","本,読書","読書活動,読書時間","楽しい読書,有益な読書",lectura,lek-tu-ra,actividad de leer libros,sustantivo,"estudio,literatura","ignorancia,analfabetismo","libro,lectura","actividad de lectura,tiempo de lectura","lectura agradable,lectura beneficiosa","독서는 좋은 취미입니다.","Reading is a good hobby.","阅读是很好的爱好。","読書は良い趣味です。","La lectura es un buen pasatiempo."
daily_music_listening,daily,hobbies,basic,🎵,#9C27B0,"casual,home",emotion,음악,eum-ak,소리로 표현하는 예술,명사,"곡,선율","소음,잡음","예술,소리","음악 감상,음악 활동","아름다운 음악,좋은 음악",music,/ˈmjuːzɪk/,art form using sound,noun,"song,melody","noise,silence","art,sound","music listening,music activity","beautiful music,good music",音乐,yin yue,用声音表达的艺术,名词,"歌曲,旋律","噪音,沉默","艺术,声音","音乐欣赏,音乐活动","美妙的音乐,好音乐",音楽,ongaku,音で表現する芸術,名詞,"曲,旋律","騒音,静寂","芸術,音","音楽鑑賞,音楽活動","美しい音楽,良い音楽",música,mú-si-ca,forma de arte usando sonido,sustantivo,"canción,melodía","ruido,silencio","arte,sonido","escuchar música,actividad musical","música hermosa,buena música","음악을 들으면 기분이 좋아져요.","Listening to music makes me feel good.","听音乐让我心情很好。","音楽を聞くと気分が良くなります。","Escuchar música me hace sentir bien."
daily_cooking_preparing,daily,activities,basic,🍳,#FF9800,"casual,home",instruction,요리,yo-ri,음식을 만드는 활동,명사,"조리,만들기","먹기,섭취","음식,만들기","요리 활동,요리 시간","맛있는 요리,건강한 요리",cooking,/ˈkʊkɪŋ/,activity of preparing food,noun,"preparation,making","eating,consuming","food,making","cooking activity,cooking time","delicious cooking,healthy cooking",做饭,zuo fan,制作食物的活动,名词,"烹饪,制作","吃,消费","食物,制作","做饭活动,做饭时间","美味的做饭,健康的做饭",料理,ryouri,食べ物を作る活動,名詞,"調理,作り","食べ,摂取","食べ物,作り","料理活動,料理時間","美味しい料理,健康的な料理",cocinar,ko-ci-nar,actividad de preparar comida,sustantivo,"preparación,hacer","comer,consumir","comida,hacer","actividad de cocinar,tiempo de cocinar","cocinar delicioso,cocinar saludable","오늘 저녁에 요리를 해보겠습니다.","I will try cooking dinner today.","今天晚上我试着做饭。","今夜料理をしてみます。","Intentaré cocinar la cena hoy."
daily_cleaning_tidying,daily,activities,basic,🧹,#FF9800,"casual,home",instruction,청소,cheong-so,더러운 것을 깨끗하게 하는 일,명사,"정리,정돈","더러움,어수선","깨끗함,정리","청소 활동,청소 시간","깨끗한 청소,꼼꼼한 청소",cleaning,/ˈkliːnɪŋ/,activity of making things clean,noun,"tidying,organizing","dirtying,messing","cleanliness,organizing","cleaning activity,cleaning time","thorough cleaning,careful cleaning",打扫,da sao,把脏的东西弄干净的工作,名词,"整理,清洁","弄脏,弄乱","清洁,整理","打扫活动,打扫时间","彻底打扫,仔细打扫",掃除,souji,汚れたものをきれいにする仕事,名詞,"整理,整頓","汚れ,散らかし","清潔,整理","掃除活動,掃除時間","きれいな掃除,丁寧な掃除",limpieza,lim-pie-za,actividad de hacer las cosas limpias,sustantivo,"ordenar,organizar","ensuciar,desordenar","limpieza,organizar","actividad de limpieza,tiempo de limpieza","limpieza profunda,limpieza cuidadosa","주말에 집 청소를 해야 해요.","I need to clean the house on the weekend.","周末我需要打扫房子。","週末に家の掃除をしなければなりません。","Necesito limpiar la casa el fin de semana."
daily_shopping_buying,daily,activities,basic,🛒,#FF9800,"casual,shopping",request,쇼핑,syo-ping,물건을 사는 활동,명사,"구매,구입","판매,팔기","구매,활동","쇼핑 활동,쇼핑 시간","즐거운 쇼핑,필요한 쇼핑",shopping,/ˈʃɑːpɪŋ/,activity of buying things,noun,"purchasing,buying","selling,vending","purchasing,activity","shopping activity,shopping time","enjoyable shopping,necessary shopping",购物,gou wu,买东西的活动,名词,"采购,买","卖,销售","购买,活动","购物活动,购物时间","愉快的购物,必要的购物",買い物,kaimono,物を買う活動,名詞,"購入,買い","売り,販売","購入,活動","買い物活動,買い物時間","楽しい買い物,必要な買い物",compras,kom-pras,actividad de comprar cosas,sustantivo,"comprar,adquirir","vender,comerciar","comprar,actividad","actividad de compras,tiempo de compras","compras agradables,compras necesarias","오늘 쇼핑을 가려고 해요.","I'm planning to go shopping today.","我今天打算去购物。","今日買い物に行くつもりです。","Estoy planeando ir de compras hoy."
daily_walking_strolling,daily,activities,basic,🚶,#FF9800,"casual,social",suggestion,산책,san-chaek,여유롭게 걷는 활동,명사,"걷기,보행","뛰기,달리기","걷기,활동","산책 활동,산책 시간","즐거운 산책,건강한 산책",walking,/ˈwɔːkɪŋ/,activity of moving on foot,noun,"strolling,hiking","running,rushing","moving,activity","walking activity,walking time","pleasant walking,healthy walking",散步,san bu,悠闲地走路的活动,名词,"走路,步行","跑步,奔跑","走路,活动","散步活动,散步时间","愉快的散步,健康的散步",散歩,sanpo,ゆっくり歩く活動,名詞,"歩き,歩行","走り,駆け足","歩き,活動","散歩活動,散歩時間","楽しい散歩,健康的な散歩",pasear,pa-se-ar,actividad de caminar relajadamente,sustantivo,"caminar,andar","correr,apresurarse","caminar,actividad","actividad de pasear,tiempo de pasear","pasear agradable,pasear saludable","공원에서 산책을 해보세요.","Try taking a walk in the park.","试试在公园里散步。","公園で散歩をしてみてください。","Prueba dar un paseo en el parque."
daily_watching_viewing,daily,hobbies,basic,📺,#9C27B0,"casual,home",description,시청,si-cheong,TV나 영상을 보는 활동,명사,"관람,관찰","외면,무시","보기,관찰","시청 활동,시청 시간","즐거운 시청,유익한 시청",watching,/ˈwɑːtʃɪŋ/,activity of viewing TV or videos,noun,"viewing,observing","ignoring,avoiding","viewing,observing","watching activity,watching time","enjoyable watching,educational watching",看电视,kan dian shi,看电视或视频的活动,名词,"观看,观察","忽视,避免","观看,观察","看电视活动,看电视时间","愉快的看电视,教育性的看电视",視聴,shichou,テレビや映像を見る活動,名詞,"観覧,観察","無視,避け","見る,観察","視聴活動,視聴時間","楽しい視聴,有益な視聴",ver televisión,ver te-le-vi-sión,actividad de ver TV o videos,sustantivo,"mirar,observar","ignorar,evitar","ver,observar","actividad de ver,tiempo de ver","ver agradable,ver educativo","저녁에 TV 시청을 즐깁니다.","I enjoy watching TV in the evening.","我晚上喜欢看电视。","夜にテレビ視聴を楽しみます。","Disfruto viendo televisión en la noche."
daily_playing_gaming,daily,hobbies,basic,🎮,#9C27B0,"casual,social",emotion,게임,ge-im,재미를 위한 놀이 활동,명사,"놀이,오락","일,공부","놀이,재미","게임 활동,게임 시간","재미있는 게임,신나는 게임",playing,/ˈpleɪɪŋ/,activity for fun and entertainment,noun,"gaming,recreation","work,study","play,fun","playing activity,playing time","fun playing,exciting playing",游戏,you xi,为了乐趣的游戏活动,名词,"玩,娱乐","工作,学习","玩,乐趣","游戏活动,游戏时间","有趣的游戏,激动的游戏",ゲーム,geemu,楽しみのための遊び活動,名詞,"遊び,娱楽","仕事,勉強","遊び,楽しみ","ゲーム活動,ゲーム時間","面白いゲーム,エキサイティングなゲーム",jugar,hu-gar,actividad de juego para diversión,sustantivo,"juego,recreación","trabajo,estudio","juego,diversión","actividad de jugar,tiempo de jugar","jugar divertido,jugar emocionante","친구들과 게임을 하면 즐거워요.","Playing games with friends is fun.","和朋友玩游戏很开心。","友達とゲームをすると楽しいです。","Jugar con amigos es divertido."
daily_exercising_fitness,daily,activities,basic,💪,#FF9800,"casual,social",instruction,운동,un-dong,몸을 건강하게 하는 활동,명사,"체육,활동","휴식,정지","건강,활동","운동 활동,운동 시간","꾸준한 운동,건강한 운동",exercising,/ˈeksərsaɪzɪŋ/,activity to improve physical health,noun,"fitness,training","resting,stopping","health,activity","exercising activity,exercising time","regular exercising,healthy exercising",运动,yun dong,使身体健康的活动,名词,"锻炼,活动","休息,停止","健康,活动","运动活动,运动时间","坚持运动,健康运动",運動,undou,体を健康にする活動,名詞,"体育,活動","休息,停止","健康,活動","運動活動,運動時間","継続的な運動,健康的な運動",ejercicio,e-her-ci-cio,actividad para mejorar la salud física,sustantivo,"fitness,entrenamiento","descansar,parar","salud,actividad","actividad de ejercicio,tiempo de ejercicio","ejercicio regular,ejercicio saludable","매일 운동을 하는 것이 중요해요.","It's important to exercise every day.","每天运动很重要。","毎日運動することが重要です。","Es importante hacer ejercicio todos los días."
