concept_id,domain,category,difficulty,emoji,color,situation,purpose,korean_word,korean_pronunciation,korean_definition,korean_pos,korean_synonyms,korean_antonyms,korean_word_family,korean_compound_words,korean_collocations,english_word,english_pronunciation,english_definition,english_pos,english_synonyms,english_antonyms,english_word_family,english_compound_words,english_collocations,chinese_word,chinese_pronunciation,chinese_definition,chinese_pos,chinese_synonyms,chinese_antonyms,chinese_word_family,chinese_compound_words,chinese_collocations,japanese_word,japanese_pronunciation,japanese_definition,japanese_pos,japanese_synonyms,japanese_antonyms,japanese_word_family,japanese_compound_words,japanese_collocations,spanish_word,spanish_pronunciation,spanish_definition,spanish_pos,spanish_synonyms,spanish_antonyms,spanish_word_family,spanish_compound_words,spanish_collocations,korean_example,english_example,chinese_example,japanese_example,spanish_example
daily_morning_start,daily,routine,basic,🌅,#FFB74D,"casual,home",greeting,아침,a-chim,하루가 시작되는 시간,명사,"새벽,조간","저녁,밤","시간,일과","아침식사,아침운동","상쾌한 아침,이른 아침",morning,/ˈmɔːrnɪŋ/,the early part of the day,noun,"dawn,daybreak","evening,night","time,daily","morning exercise,morning coffee","early morning,fresh morning",早晨,zao chen,一天开始的时间,名词,"清晨,上午","晚上,夜晚","时间,日程","早晨锻炼,早餐","清爽的早晨,早起",朝,asa,一日の始まりの時間,名詞,"朝方,午前","夕方,夜","時間,日課","朝の運動,朝食","爽やかな朝,早朝",mañana,ma-nya-na,la parte temprana del día,sustantivo,"amanecer,alba","tarde,noche","tiempo,día","ejercicio matutino,café matutino","mañana temprana,mañana fresca",오늘 아침 일찍 일어났어요.,I got up early this morning.,今天早晨我起得很早。,今朝早く起きました。,Me levanté temprano esta mañana.
daily_evening_end,daily,routine,basic,🌆,#FF8A65,"casual,home",greeting,저녁,jeo-nyeok,하루가 끝나는 시간,명사,"밤,야간","아침,새벽","시간,일과","저녁식사,저녁산책","편안한 저녁,조용한 저녁",evening,/ˈiːvnɪŋ/,the end part of the day,noun,"dusk,twilight","morning,dawn","time,daily","evening meal,evening walk","quiet evening,peaceful evening",晚上,wan shang,一天结束的时间,名词,"夜晚,黄昏","早晨,上午","时间,日程","晚餐,晚上散步","安静的晚上,和平的晚上",夕方,yugata,一日の終わりの時間,名詞,"夜,黄昏","朝,午前","時間,日課","夕食,夕方の散歩","静かな夕方,平和な夕方",tarde,tar-de,la parte final del día,sustantivo,"anochecer,atardecer","mañana,amanecer","tiempo,día","cena,paseo nocturno","tarde tranquila,tarde pacífica",저녁에 가족과 함께 식사해요.,I have dinner with my family in the evening.,晚上我和家人一起吃饭。,夕方に家族と一緒に食事をします。,Ceno con mi familia por la tarde.
daily_sleep_rest,daily,routine,basic,😴,#9C27B0,"casual,home",description,잠,jam,휴식을 위한 수면,명사,"수면,잠자기","깨어있음,각성","휴식,건강","잠자리,잠옷","깊은 잠,편안한 잠",sleep,/sliːp/,rest with eyes closed and unconscious,noun,"slumber,rest","wake,awake","rest,health","bedtime,sleepwear","deep sleep,peaceful sleep",睡觉,shui jiao,为了休息的睡眠,动词,"休息,睡眠","清醒,醒着","休息,健康","睡前,睡衣","深度睡眠,安详睡眠",眠り,nemuri,休息のための睡眠,名詞,"睡眠,眠る","起きている,覚醒","休息,健康","就寝,寝間着","深い眠り,安らかな眠り",dormir,dor-mir,descanso con los ojos cerrados,verbo,"sueño,descanso","despertar,vigilia","descanso,salud","hora de dormir,pijama","sueño profundo,sueño pacífico",매일 밤 8시간 잠을 자요.,I sleep eight hours every night.,我每天晚上睡八个小时。,毎晩8時間眠ります。,Duermo ocho horas cada noche.
daily_breakfast_meal,daily,routine,basic,🍳,#4CAF50,"casual,home",description,아침식사,a-chim-sik-sa,아침에 먹는 음식,명사,"조식,아침밥","저녁식사,석식","식사,음식","아침메뉴,아침빵","든든한 아침식사,간단한 아침식사",breakfast,/ˈbrekfəst/,the first meal of the day,noun,"morning meal,first meal","dinner,supper","meal,food","breakfast menu,breakfast bread","hearty breakfast,light breakfast",早餐,zao can,早晨吃的食物,名词,"早饭,晨餐","晚餐,晚饭","餐食,食物","早餐菜单,早餐面包","丰盛早餐,简单早餐",朝食,choshoku,朝に食べる食事,名詞,"朝ご飯,朝の食事","夕食,晩餐","食事,食べ物","朝食メニュー,朝食パン","しっかりした朝食,軽い朝食",desayuno,de-sa-yu-no,la primera comida del día,sustantivo,"comida matutina,primera comida","cena,última comida","comida,alimento","menú de desayuno,pan de desayuno","desayuno abundante,desayuno ligero",아침식사로 계란과 빵을 먹어요.,I eat eggs and bread for breakfast.,早餐我吃鸡蛋和面包。,朝食に卵とパンを食べます。,Como huevos y pan para el desayuno.
daily_work_activity,daily,routine,intermediate,💼,#2196F3,"casual,work",description,일,il,돈을 벌기 위한 활동,명사,"업무,직업","휴식,놀이","노동,직업","일터,일거리","힘든 일,중요한 일",work,/wɜːrk/,activity to earn money,noun,"job,labor","rest,play","employment,job","workplace,workload","hard work,important work",工作,gong zuo,为了赚钱的活动,名词,"劳动,职业","休息,玩耍","就业,职业","工作场所,工作量","艰苦工作,重要工作",仕事,shigoto,お金を稼ぐための活動,名詞,"労働,職業","休息,遊び","雇用,職業","職場,仕事量","大変な仕事,重要な仕事",trabajo,tra-ba-jo,actividad para ganar dinero,sustantivo,"labor,empleo","descanso,juego","empleo,ocupación","lugar de trabajo,carga de trabajo","trabajo duro,trabajo importante",오늘은 일이 많아서 바빠요.,I'm busy because I have a lot of work today.,今天工作很多,所以很忙。,"今日は仕事が多くて忙しいです。,Estoy ocupado porque tengo mucho trabajo hoy."
daily_home_place,daily,routine,basic,🏠,#8BC34A,"casual,home",description,집,jip,사람이 사는 거주지,명사,"가정,주택","직장,회사","거주,생활","집안,집주인","따뜻한 집,편안한 집",home,/hoʊm/,place where someone lives,noun,"house,residence","office,workplace","dwelling,living","household,homeowner","warm home,comfortable home",家,jia,人居住的地方,名词,"住宅,居所","办公室,工作场所","居住,生活","家庭,房主","温暖的家,舒适的家",家,ie,人が住む場所,名詞,"住宅,居住","職場,会社","住居,生活","家庭,家主","暖かい家,快適な家",casa,ca-sa,lugar donde alguien vive,sustantivo,"hogar,residencia","oficina,lugar de trabajo","vivienda,vida","hogar,propietario","casa cálida,casa cómoda",집에서 가족과 시간을 보내요.,I spend time with my family at home.,我在家和家人一起度过时间。,家で家族と時間を過ごします。,Paso tiempo con mi familia en casa.
daily_time_hour,daily,time,basic,⏰,#FF5722,"casual,social",question,시간,si-gan,하루 중의 특정 순간,명사,"때,시각","영원,무한","측정,일정","시간표,시계","정확한 시간,늦은 시간",time,/taɪm/,specific moment in a day,noun,"hour,moment","eternity,infinity","measurement,schedule","timetable,clock","exact time,late time",时间,shi jian,一天中的特定时刻,名词,"时刻,时候","永恒,无限","测量,日程","时间表,时钟","准确时间,晚时间",時間,jikan,一日の中の特定の瞬間,名詞,"時刻,時","永遠,無限","測定,予定","時間割,時計","正確な時間,遅い時間",tiempo,tiem-po,momento específico del día,sustantivo,"hora,momento","eternidad,infinito","medición,horario","horario,reloj","tiempo exacto,tiempo tardío",지금 시간이 몇 시예요?,What time is it now?,现在几点了？,今何時ですか？,¿Qué hora es ahora?
daily_schedule_plan,daily,time,intermediate,📅,#9C27B0,"polite,work",instruction,일정,il-jeong,계획된 시간표,명사,"스케줄,계획","즉흥,무계획","관리,조직","일정표,일정관리","바쁜 일정,여유로운 일정",schedule,/ˈskedʒuːl/,planned timetable,noun,"plan,agenda","spontaneous,unplanned","management,organization","schedule table,time management","busy schedule,relaxed schedule",日程,ri cheng,计划的时间表,名词,"计划,议程","自发,无计划","管理,组织","日程表,时间管理","繁忙日程,轻松日程",予定,yotei,計画された時間割,名詞,"計画,予定表","自発的,無計画","管理,組織","予定表,時間管理","忙しい予定,余裕のある予定",horario,ho-ra-rio,tabla de tiempo planificada,sustantivo,"plan,agenda","espontáneo,sin planificar","gestión,organización","tabla de horarios,gestión del tiempo","horario ocupado,horario relajado",내일 일정을 확인해 주세요.,Please check tomorrow's schedule.,请确认明天的日程。,明日の予定を確認してください。,Por favor confirme el horario de mañana.
daily_clock_device,daily,time,basic,🕐,#607D8B,"casual,home",description,시계,si-gye,시간을 보여주는 기구,명사,"클록,타이머","무시계,시간무관","측정,도구","시계바늘,시계줄","정확한 시계,오래된 시계",clock,/klɑːk/,device that shows time,noun,"timepiece,watch","timeless,untimely","measurement,tool","clock hands,clock strap","accurate clock,old clock",钟表,zhong biao,显示时间的器具,名词,"时钟,手表","无时间,不合时","测量,工具","钟针,表带","准确的钟,老钟",時計,tokei,時間を示す器具,名詞,"クロック,ウォッチ","時間なし,時機を逸した","測定,道具","時計の針,時計バンド","正確な時計,古い時計",reloj,re-loj,dispositivo que muestra el tiempo,sustantivo,"cronómetro,reloj de pulsera","sin tiempo,inoportuno","medición,herramienta","manecillas del reloj,correa del reloj","reloj preciso,reloj viejo",벽에 있는 시계가 빨라요.,The clock on the wall is fast.,墙上的钟表快了。,壁の時計は進んでいます。,El reloj de la pared está adelantado.
daily_today_present,daily,time,basic,📆,#4CAF50,"casual,social",greeting,오늘,o-neul,현재의 날,명사,"금일,당일","어제,내일","현재,시간","오늘날,오늘밤","특별한 오늘,바쁜 오늘",today,/təˈdeɪ/,the present day,noun,"this day,now","yesterday,tomorrow","present,time","nowadays,tonight","special today,busy today",今天,jin tian,现在的一天,名词,"今日,当天","昨天,明天","现在,时间","今晚,现今","特别的今天,忙碌的今天",今日,kyou,現在の日,名詞,"本日,当日","昨日,明日","現在,時間","今夜,現在","特別な今日,忙しい今日",hoy,oy,el día presente,sustantivo,"este día,ahora","ayer,mañana","presente,tiempo","esta noche,hoy en día","hoy especial,hoy ocupado",오늘 날씨가 정말 좋아요.,The weather is really nice today.,今天天气真的很好。,今日はとても良い天気です。,El clima está realmente bueno hoy.
