concept_id,domain,category,difficulty,situation,purpose,korean,english,japanese,chinese,spanish,korean_word,english_word,japanese_word,chinese_word,spanish_word
daily_morning_start,daily,routine,basic,"casual,home",greeting,"좋은 아침이에요! 잘 주무셨나요?","Good morning! Did you sleep well?","おはようございます！よく眠れましたか？","早上好！你睡得好吗？","¡Buenos días! ¿Dormiste bien?",아침,morning,朝,早晨,mañana
daily_evening_end,daily,routine,basic,"casual,home",greeting,"저녁이 되니까 집에 갈 시간이네요.","It's evening so it's time to go home.","夕方になったので家に帰る時間ですね。","到了晚上，该回家了。","Es de noche, así que es hora de ir a casa.",저녁,evening,夕方,晚上,tarde
daily_sleep_rest,daily,routine,basic,"casual,home",description,"피곤해서 일찍 잠자리에 들어야겠어요.","I'm tired so I should go to bed early.","疲れたので早く寝なければなりません。","我累了，应该早点睡觉。","Estoy cansado, así que debería acostarme temprano.",잠,sleep,眠り,睡觉,dormir
daily_breakfast_meal,daily,routine,basic,"casual,home",description,"아침식사로 토스트와 커피를 준비했어요.","I prepared toast and coffee for breakfast.","朝食にトーストとコーヒーを準備しました。","我准备了吐司和咖啡作为早餐。","Preparé tostadas y café para el desayuno.",아침식사,breakfast,朝食,早餐,desayuno
daily_work_activity,daily,routine,intermediate,"casual,work",description,"오늘 일이 끝나면 친구들과 만날 예정이에요.","I plan to meet friends after work today.","今日仕事が終わったら友達と会う予定です。","今天工作结束后，我计划和朋友见面。","Planeo encontrarme con amigos después del trabajo hoy.",일,work,仕事,工作,trabajo
daily_home_place,daily,routine,basic,"casual,home",description,"집에 도착하자마자 편안한 옷으로 갈아입었어요.","As soon as I got home, I changed into comfortable clothes.","家に着くとすぐに楽な服に着替えました。","一到家就换上了舒适的衣服。","Tan pronto como llegué a casa, me cambié a ropa cómoda.",집,home,家,家,casa
daily_time_hour,daily,time,basic,"casual,social",question,"지금 시간 확인해 주실 수 있나요?","Could you check the time for me now?","今の時間を確認していただけますか？","你能帮我确认一下现在的时间吗？","¿Podrías verificar la hora por mí ahora?",시간,time,時間,时间,tiempo
daily_schedule_plan,daily,time,intermediate,"polite,work",instruction,"회의 일정을 다시 조정해야 할 것 같습니다.","I think we need to reschedule the meeting.","会議の予定を再調整する必要があると思います。","我觉得我们需要重新安排会议时间。","Creo que necesitamos reprogramar la reunión.",일정,schedule,予定,日程,horario
daily_clock_device,daily,time,basic,"casual,home",description,"침실 시계가 멈춰서 새로 사야겠어요.","The bedroom clock stopped so I need to buy a new one.","寝室の時計が止まったので新しく買わなければなりません。","卧室的钟停了，我需要买一个新的。","El reloj del dormitorio se detuvo, así que necesito comprar uno nuevo.",시계,clock,時計,钟表,reloj
daily_today_present,daily,time,basic,"casual,social",greeting,"오늘 하루는 어떻게 보내셨어요?","How did you spend your day today?","今日一日はどのように過ごされましたか？","你今天过得怎么样？","¿Cómo pasaste tu día hoy?",오늘,today,今日,今天,hoy
daily_weather_condition,daily,weather_talk,basic,"casual,social",question,"내일 날씨 예보를 확인해 보셨나요?","Did you check tomorrow's weather forecast?","明日の天気予報を確認されましたか？","你查看了明天的天气预报吗？","¿Revisaste el pronóstico del tiempo para mañana?",날씨,weather,天気,天气,clima
daily_sunny_bright,daily,weather_talk,basic,"casual,social",emotion,"오늘처럼 맑은 날에는 밖에 나가고 싶어요.","On a sunny day like today, I want to go outside.","今日のような晴れた日は外に出たくなります。","在像今天这样晴朗的日子里，我想出去。","En un día soleado como hoy, quiero salir.",맑다,sunny,晴れ,晴朗,soleado
daily_rain_precipitation,daily,weather_talk,basic,"casual,social",description,"갑자기 비가 와서 빨리 실내로 피했어요.","It suddenly rained so I quickly took shelter indoors.","急に雨が降ったので急いで室内に避難しました。","突然下雨了，我赶紧躲到室内。","De repente llovió, así que rápidamente me refugié en el interior.",비,rain,雨,雨,lluvia
daily_cold_temperature,daily,weather_talk,basic,"casual,social",emotion,"밖이 너무 추워서 따뜻한 차를 마시고 있어요.","It's so cold outside that I'm drinking warm tea.","外がとても寒いので温かいお茶を飲んでいます。","外面太冷了，我在喝热茶。","Hace tanto frío afuera que estoy bebiendo té caliente.",춥다,cold,寒い,冷,frío
daily_hot_temperature,daily,weather_talk,basic,"casual,social",emotion,"너무 더워서 에어컨을 켜야겠어요.","It's so hot that I need to turn on the air conditioner.","とても暑いのでエアコンをつけなければなりません。","太热了，我需要开空调。","Hace tanto calor que necesito encender el aire acondicionado.",덥다,hot,暑い,热,caliente
daily_wind_air,daily,weather_talk,basic,"casual,social",description,"창문을 열어서 바람이 시원하게 들어와요.","I opened the window so the cool wind comes in.","窓を開けたので涼しい風が入ってきます。","我打开了窗户，所以凉风进来了。","Abrí la ventana para que entre la brisa fresca.",바람,wind,風,风,viento
daily_walk_exercise,daily,routine,basic,"casual,home",suggestion,"저녁 식사 후에 근처 공원에서 산책해요.","After dinner, let's take a walk in the nearby park.","夕食後に近くの公園で散歩しましょう。","晚饭后，我们在附近的公园散步吧。","Después de la cena, caminemos por el parque cercano.",산책,walk,散歩,散步,caminar
daily_lunch_meal,daily,routine,basic,"casual,home",description,"점심시간이니까 뭐 먹을지 생각해 볼까요?","It's lunch time, so shall we think about what to eat?","昼食時間なので何を食べるか考えてみましょうか？","现在是午餐时间，我们想想吃什么吧？","Es hora del almuerzo, ¿pensemos qué comer?",점심,lunch,昼食,午餐,almuerzo
daily_dinner_meal,daily,routine,basic,"polite,home",description,"저희 가족은 매일 저녁 7시에 저녁식사를 합니다.","Our family has dinner at 7 PM every day.","私たちの家族は毎日午後7時に夕食をとります。","我们家每天晚上7点吃晚餐。","Nuestra familia cena a las 7 PM todos los días.",저녁식사,dinner,夕食,晚餐,cena
daily_shower_clean,daily,routine,basic,"casual,home",description,"체육관에서 운동한 후에 시원한 샤워를 했어요.","I took a refreshing shower after exercising at the gym.","ジムで運動した後に爽やかなシャワーを浴びました。","在健身房锻炼后，我洗了个清爽的澡。","Tomé una ducha refrescante después de hacer ejercicio en el gimnasio.",샤워,shower,シャワー,淋浴,ducha
daily_school_education,daily,routine,intermediate,"polite,social",instruction,"학교에서 새로운 과목을 배우기 시작했어요.","I started learning a new subject at school.","学校で新しい科目を学び始めました。","我在学校开始学习新的科目。","Comencé a aprender una nueva materia en la escuela.",학교,school,学校,学校,escuela
daily_book_reading,daily,routine,intermediate,"casual,home",emotion,"이 책이 너무 재미있어서 밤늦게까지 읽었어요.","This book was so interesting that I read it until late at night.","この本がとても面白くて夜遅くまで読みました。","这本书太有趣了，我读到了深夜。","Este libro era tan interesante que lo leí hasta muy tarde.",책,book,本,书,libro
