concept_id,domain,category,difficulty,situation,purpose,korean,english,japanese,chinese,spanish,korean_word,english_word,japanese_word,chinese_word,spanish_word
daily_goodmorning_greeting,daily,routine,basic,"casual,home",greeting,"좋은 아침이에요! 잠 잘 잤어요?",Good morning! Did you sleep well?,"おはようございます！よく眠れましたか？","早上好！你睡得好吗？","¡Buenos días! ¿Dormiste bien?",좋은 아침,good morning,おはようございます,早上好,buenos días
daily_hello_greeting,daily,routine,basic,"casual,home",greeting,"안녕하세요! 오늘 어떠세요?",Hello! How are you today?,"こんにちは！今日はいかがですか？","你好！你今天怎么样？","¡Hola! ¿Cómo estás hoy?",안녕하세요,hello,こんにちは,你好,hola
daily_wakeup_action,daily,routine,basic,"casual,home",greeting,"일어났어요. 잠 잘 잤어요.",I woke up. I slept well.,"起きました。よく眠れました。","我起床了。我睡得很好。","Me levanté. Dormí bien.",일어나다,wake up,起きる,起床,levantarse
daily_start_action,daily,routine,basic,"casual,home",greeting,"새로운 하루를 시작해요!",Let's start a new day!,"新しい一日を始めましょう！","让我们开始新的一天！","¡Empecemos un nuevo día!",시작하다,start,始める,开始,empezar
daily_goodday_greeting,daily,routine,basic,"casual,home",greeting,"좋은 하루 되세요!",Have a good day!,"良い一日を！","祝你今天愉快！","¡Que tengas un buen día!",좋은 하루,good day,良い一日,美好的一天,buen día
daily_morning_time,daily,routine,basic,"casual,home",greeting,"아침 7시에 일어나요.",I wake up at 7 AM.,"朝7時に起きます。","我早上7点起床。","Me levanto a las 7 de la mañana.",아침,morning,朝,早晨,mañana
daily_day_time,daily,routine,basic,"casual,home",greeting,"하루가 정말 빨리 지나갔어요.",The day passed really quickly.,"一日が本当に早く過ぎました。","一天过得真快。","El día pasó muy rápido.",하루,day,一日,一天,día
daily_greet_action,daily,routine,basic,"casual,home",greeting,"친구를 만나서 인사해요.",I meet my friend and greet them.,"友達に会って挨拶します。","我见到朋友时打招呼。","Encuentro a mi amigo y lo saludo.",인사하다,greet,挨拶する,问候,saludar
daily_meet_action,daily,routine,basic,"casual,home",greeting,"친구를 만나러 가요.",I'm going to meet my friend.,"友達に会いに行きます。","我要去见朋友。","Voy a encontrarme con mi amigo.",만나다,meet,会う,见面,encontrar
daily_goodbye_greeting,daily,routine,basic,"casual,home",greeting,"안녕히 가세요!",Goodbye!,"さようなら！","再见！","¡Adiós!",안녕히,goodbye,さようなら,再见,adiós
daily_today_time,daily,routine,basic,"casual,home",greeting,"오늘은 정말 좋은 날이에요.",Today is a really good day.,"今日は本当に良い日です。","今天真是美好的一天。","Hoy es realmente un buen día.",오늘,today,今日,今天,hoy
daily_family_people,daily,routine,basic,"casual,home",greeting,"가족과 함께 아침을 먹어요.",I have breakfast with my family.,"家族と一緒に朝食を食べます。","我和家人一起吃早餐。","Desayuno con mi familia.",가족,family,家族,家人,familia
daily_home_place,daily,routine,basic,"casual,home",greeting,"집에서 편안하게 쉬어요.",I rest comfortably at home.,"家で快適に休みます。","我在家里舒适地休息。","Descanso cómodamente en casa.",집,home,家,家,casa
daily_prepare_action,daily,routine,basic,"casual,home",greeting,"학교 갈 준비를 해요.",I prepare to go to school.,"学校に行く準備をします。","我准备去上学。","Me preparo para ir a la escuela.",준비하다,prepare,準備する,准备,preparar
daily_work_activity,daily,routine,basic,"casual,home",greeting,"아빠는 일하러 가세요.",Dad goes to work.,"お父さんは仕事に行きます。","爸爸去上班。","Papá va a trabajar.",일,work,仕事,工作,trabajo
daily_welcome_greeting,daily,routine,basic,"casual,home",greeting,"어서오세요! 잘 오셨어요.",Welcome! You came at the right time.,"いらっしゃいませ！よくいらっしゃいました。","欢迎！您来得正好。","¡Bienvenido! Viniste en el momento justo.",어서오세요,welcome,いらっしゃいませ,欢迎,bienvenido
