concept_id,domain,category,difficulty,emoji,color,situation,purpose,korean_word,korean_pronunciation,korean_definition,korean_pos,korean_synonyms,korean_antonyms,korean_word_family,korean_compound_words,korean_collocations,english_word,english_pronunciation,english_definition,english_pos,english_synonyms,english_antonyms,english_word_family,english_compound_words,english_collocations,chinese_word,chinese_pronunciation,chinese_definition,chinese_pos,chinese_synonyms,chinese_antonyms,chinese_word_family,chinese_compound_words,chinese_collocations,japanese_word,japanese_pronunciation,japanese_definition,japanese_pos,japanese_synonyms,japanese_antonyms,japanese_word_family,japanese_compound_words,japanese_collocations,spanish_word,spanish_pronunciation,spanish_definition,spanish_pos,spanish_synonyms,spanish_antonyms,spanish_word_family,spanish_compound_words,spanish_collocations,korean_example,english_example,chinese_example,japanese_example,spanish_example
daily_morning_greeting,daily,routine,basic,🌅,#FFB347,"casual,home",greeting,아침,a-chim,하루가 시작되는 시간,noun,"새벽,조간","저녁,밤","시간,일과","아침식사,아침운동","상쾌한 아침,이른 아침",morning,/ˈmɔːrnɪŋ/,early part of the day,noun,"dawn,daybreak","evening,night","time,daily","morning coffee,morning routine","early morning,good morning",早晨,zao chen,一天开始的时间,noun,"清晨,上午","晚上,夜晚","时间,日程","早晨锻炼,早餐","美好的早晨,清晨时光",朝,asa,一日の始まりの時間,noun,"朝方,午前","夕方,夜","時間,日課","朝の運動,朝食","爽やかな朝,早朝",mañana,ma-nya-na,parte temprana del día,noun,"amanecer,alba","tarde,noche","tiempo,rutina","café matutino,rutina matutina","buena mañana,mañana temprana","좋은 아침이에요!",Good morning!,早上好!,おはようございます！,¡Buenos días!
daily_wake_action,daily,routine,basic,😴,#87CEEB,"casual,home",greeting,일어나다,i-reo-na-da,잠에서 깨어나는 행동,verb,"깨다,기상하다","자다,눕다","기상,각성","일어나기,기상시간","일찍 일어나다,늦게 일어나다",wake,/weɪk/,to stop sleeping,verb,"awaken,get up","sleep,lie down","awakening,rising","wake up,waking time","wake early,wake late",起床,qi chuang,从睡眠中醒来,verb,"醒来,起来","睡觉,躺下","起身,觉醒","起床时间,醒来","早起,晚起",起きる,okiru,眠りから覚める,verb,"目覚める,起床する","寝る,横になる","起床,覚醒","起床時間,目覚め","早起き,遅起き",levantarse,le-ban-tar-se,dejar de dormir,verb,"despertar,alzarse","dormir,acostarse","despertar,levantamiento","hora de levantarse,despertar","levantarse temprano,levantarse tarde",일어났어요,I woke up,我起床了,起きました,Me levanté
daily_greeting_word,daily,routine,basic,👋,#FFD700,"casual,home",greeting,안녕,an-nyeong,인사할 때 쓰는 말,interjection,"안녕하세요,안녕하십니까","안녕히,잘가","인사,소통","안녕하세요,안녕히가세요","따뜻한 안녕,정중한 안녕",hello,/həˈloʊ/,greeting word,interjection,"hi,hey","goodbye,bye","greeting,salutation","hello there,say hello","warm hello,friendly hello",你好,ni hao,问候用语,interjection,"您好,嗨","再见,拜拜","问候,招呼","你好啊,打招呼","热情的你好,友好的你好",こんにちは,konnichiwa,挨拶の言葉,interjection,"おはよう,こんばんは","さようなら,バイバイ","挨拶,声かけ","こんにちはー,挨拶する","温かいこんにちは,親しみやすいこんにちは",hola,o-la,palabra de saludo,interjection,"buenos días,buenas tardes","adiós,hasta luego","saludo,bienvenida","hola allí,saludar","hola cálido,hola amistoso",안녕!,Hello!,你好！,こんにちは！,¡Hola!
daily_start_action,daily,routine,basic,🚀,#32CD32,"casual,home",greeting,시작하다,si-jak-ha-da,어떤 일을 처음 하기 시작함,verb,"개시하다,착수하다","끝내다,마치다","개시,착수","시작점,시작시간","새로 시작하다,다시 시작하다",start,/stɑːrt/,to begin something,verb,"begin,commence","end,finish","beginning,commencement","starting point,start time","start fresh,restart",开始,kai shi,开始做某事,verb,"开端,着手","结束,完成","开端,开始","起点,开始时间","重新开始,再次开始",始める,hajimeru,何かを始めること,verb,"開始する,着手する","終える,完了する","開始,着手","開始点,開始時間","新しく始める,再開する",empezar,em-pe-sar,comenzar algo,verb,"comenzar,iniciar","terminar,acabar","comienzo,inicio","punto de partida,hora de inicio","empezar de nuevo,reiniciar",하루를 시작해요,I start the day,开始新的一天,一日を始めます,Empiezo el día
daily_family_greeting,daily,routine,basic,👨‍👩‍👧‍👦,#FF69B4,"casual,home",greeting,가족,ga-jok,혈연으로 맺어진 사람들,noun,"식구,집안","남,타인","혈연,친족","가족구성원,가족관계","화목한 가족,큰 가족",family,/ˈfæməli/,group of related people,noun,"relatives,household","strangers,outsiders","kinship,relatives","family member,family relationship","happy family,big family",家人,jia ren,有血缘关系的人,noun,"家属,家庭","外人,陌生人","血缘,亲属","家庭成员,家庭关系","和睦家庭,大家庭",家族,kazoku,血縁で結ばれた人々,noun,"家庭,親族","他人,よそ者","血縁,親戚","家族構成員,家族関係","仲良し家族,大家族",familia,fa-mi-lia,grupo de personas relacionadas,noun,"parientes,hogar","extraños,forasteros","parentesco,parientes","miembro de familia,relación familiar","familia feliz,familia grande",가족에게 인사해요,I greet my family,向家人问好,家族に挨拶します,Saludo a mi familia
daily_breakfast_noun,daily,routine,basic,🍳,#FFA500,"casual,home",greeting,아침식사,a-chim-sik-sa,아침에 먹는 식사,noun,"조식,아침밥","저녁식사,만찬","식사,음식","아침메뉴,아침상","풍성한 아침식사,간단한 아침식사",breakfast,/ˈbrekfəst/,morning meal,noun,"morning meal,first meal","dinner,supper","meal,food","breakfast menu,breakfast table","hearty breakfast,light breakfast",早餐,zao can,早晨吃的饭,noun,"早饭,晨餐","晚餐,宴席","餐食,食物","早餐菜单,早餐桌","丰盛早餐,简单早餐",朝食,choshoku,朝に食べる食事,noun,"朝ごはん,モーニング","夕食,ディナー","食事,料理","朝食メニュー,朝食テーブル","しっかりした朝食,軽い朝食",desayuno,de-sa-yu-no,comida de la mañana,noun,"comida matutina,primera comida","cena,banquete","comida,alimento","menú de desayuno,mesa de desayuno","desayuno abundante,desayuno ligero",아침식사 준비해요,I prepare breakfast,准备早餐,朝食を準備します,Preparo el desayuno
daily_good_morning,daily,routine,basic,☀️,#FFD700,"casual,home",greeting,좋은,jo-eun,바람직하거나 만족스러운,adjective,"좋다,멋진","나쁜,안좋은","좋음,선호","좋은사람,좋은것","정말 좋은,매우 좋은",good,/ɡʊd/,positive or satisfactory,adjective,"great,excellent","bad,poor","goodness,quality","good person,good thing","really good,very good",好的,hao de,令人满意的,adjective,"很好,优秀","坏的,差的","好,质量","好人,好事","非常好,真的好",良い,yoi,望ましいまたは満足できる,adjective,"素晴らしい,優秀","悪い,悪くない","良さ,品質","良い人,良いこと","本当に良い,とても良い",bueno,bwe-no,positivo o satisfactorio,adjective,"excelente,magnífico","malo,pobre","bondad,calidad","buena persona,buena cosa","realmente bueno,muy bueno",좋은 아침이에요,Good morning,美好的早晨,良い朝ですね,Buenos días
daily_prepare_action,daily,routine,basic,📋,#4169E1,"casual,home",greeting,준비하다,jun-bi-ha-da,미리 갖추어 놓다,verb,"마련하다,갖추다","정리하다,치우다","준비,마련","준비물,준비시간","잘 준비하다,미리 준비하다",prepare,/prɪˈper/,to make ready,verb,"get ready,arrange","clean up,put away","preparation,arrangement","preparation items,preparation time","prepare well,prepare ahead",准备,zhun bei,预先安排好,verb,"安排,整理","收拾,清理","准备,安排","准备物品,准备时间","好好准备,提前准备",準備する,junbi suru,あらかじめ整えておく,verb,"用意する,揃える","片付ける,整理する","準備,用意","準備物,準備時間","よく準備する,あらかじめ準備する",preparar,pre-pa-rar,hacer listo,verb,"alistar,organizar","limpiar,guardar","preparación,arreglo","artículos de preparación,tiempo de preparación","preparar bien,preparar con anticipación",학교 갈 준비해요,I prepare for school,准备上学,学校へ行く準備をします,Me preparo para la escuela
daily_today_noun,daily,routine,basic,📅,#20B2AA,"casual,home",greeting,오늘,o-neul,현재의 날,noun,"금일,당일","어제,내일","날짜,시간","오늘날,오늘아침","바로 오늘,좋은 오늘",today,/təˈdeɪ/,this day,noun,"this day,current day","yesterday,tomorrow","date,time","nowadays,this morning","right today,good today",今天,jin tian,这个日子,noun,"今日,当天","昨天,明天","日期,时间","现在,今天早上","就是今天,美好的今天",今日,kyo,この日,noun,"本日,当日","昨日,明日","日付,時間","今日,今朝","まさに今日,良い今日",hoy,oi,este día,noun,"este día,día actual","ayer,mañana","fecha,tiempo","hoy en día,esta mañana","justo hoy,buen día de hoy",오늘 좋은 하루 되세요,Have a good day today,今天过得愉快,今日は良い一日を,Que tengas un buen día hoy
daily_house_greeting,daily,routine,basic,🏠,#8B4513,"casual,home",greeting,집,jip,사람이 사는 건물,noun,"가정,주택","밖,외부","건물,주거","집안,집밖","따뜻한 집,큰 집",house,/haʊs/,building where people live,noun,"home,residence","outside,exterior","building,dwelling","inside house,outside house","warm house,big house",家,jia,人们居住的建筑,noun,"住宅,居所","外面,室外","建筑,住所","家里,家外","温暖的家,大房子",家,ie,人が住む建物,noun,"住宅,居住地","外,屋外","建物,住居","家の中,家の外","暖かい家,大きい家",casa,ka-sa,edificio donde vive la gente,noun,"hogar,residencia","afuera,exterior","edificio,vivienda","dentro de casa,fuera de casa","casa cálida,casa grande",집에서 인사해요,I greet at home,在家问好,家で挨拶します,Saludo en casa
