concept_id,domain,category,difficulty,situation,purpose,korean_title,korean_structure,korean_description,korean_example,english_title,english_structure,english_description,english_example,japanese_title,japanese_structure,japanese_description,japanese_example,chinese_title,chinese_structure,chinese_description,chinese_example,spanish_title,spanish_structure,spanish_description,spanish_example,korean_word,english_word,japanese_word,chinese_word,spanish_word
health_exercise_workout,health,exercise,basic,"casual,social",instruction,운동하기 표현,N을/를 하다,"명사 뒤에 '을/를 하다'를 붙여 활동을 표현","저는 매일 운동을 합니다.",Present Simple for Activities,S + V + O,"Use present simple to express regular activities","I do exercise regularly.","活動の表現",Nをする,"名詞に「をする」をつけて活動を表現","私は毎日運動をします。","表达活动",做 + N,"用'做'加名词表达活动","我做运动。",Expresar Actividades,hacer + N,"Usar 'hacer' con sustantivos para expresar actividades","Hago ejercicio.",운동,exercise,運動,运动,ejercicio
health_running_jogging,health,exercise,basic,"casual,social",description,달리기 진행형,N이/가 V고 있다,"현재 진행 중인 동작을 나타내는 표현","친구가 공원에서 달리기를 하고 있어요.",Present Continuous,S + am/is/are + V-ing,"Express ongoing actions in the present","My friend is running in the park.","進行形の表現",NがVている,"現在進行中の動作を表す表現","友達が公園で走っています。","现在进行时",正在 + V,"表达正在进行的动作","朋友正在公园里跑步。",Presente Continuo,estar + gerundio,"Expresar acciones en progreso","Mi amigo está corriendo en el parque.",달리기,running,ランニング,跑步,correr
health_walking_strolling,health,exercise,basic,"casual,home",suggestion,권유 표현,V-(으)ㅂ시다/V-아/어요,"상대방에게 함께 할 것을 제안하는 표현","같이 걷기 운동을 해봅시다.",Making Suggestions,Let's + V / Why don't we + V,"Suggest activities to do together","Let's go for a walk together.","勧誘の表現",Vましょう/Vませんか,"相手に一緒に何かをすることを提案する表現","一緒にウォーキングをしましょう。","建议表达",我们 + V + 吧,"建议一起做某事的表达","我们一起走路吧。",Hacer Sugerencias,Vamos a + infinitivo,"Sugerir actividades para hacer juntos","Vamos a caminar juntos.",걷기,walking,ウォーキング,走路,caminar
health_swimming_diving,health,exercise,basic,"casual,social",description,최고급 표현,N이/가 가장 A다,"비교 대상 중에서 가장 우수함을 나타내는 표현","수영이 가장 좋은 운동이에요.",Superlative Form,the + adjective-est / the most + adjective,"Express the highest degree of comparison","Swimming is the best exercise.","最上級の表現",Nが一番Aです,"比較対象の中で最も優れていることを表す表現","水泳が一番良い運動です。","最高级表达",最 + A,"表达最高程度的比较","游泳是最好的运动。",Forma Superlativa,el/la + más + adjetivo,"Expresar el grado más alto de comparación","La natación es el mejor ejercicio.",수영,swimming,水泳,游泳,natación
health_cycling_biking,health,exercise,basic,"casual,social",suggestion,의문문 제안,V-(으)ㄹ까요?,"상대방의 의견을 묻거나 제안할 때 사용하는 표현","내일 자전거를 탈까요?",Question Suggestions,Shall we + V?,"Ask for opinion or suggest doing something","Shall we ride bicycles tomorrow?","疑問文による提案",Vませんか?,"相手の意見を聞いたり提案したりする時に使う表現","明日自転車に乗りませんか？","疑问句建议",我们 + V + 好吗？,"询问意见或建议做某事","我们明天骑自行车好吗？",Preguntas Sugerentes,¿ + verb + ?,"Preguntar opinión o sugerir hacer algo","¿Andamos en bicicleta mañana?",자전거,cycling,サイクリング,骑自行车,ciclismo
health_yoga_meditation,health,exercise,intermediate,"casual,home",instruction,도움 표현,N이/가 V는 데 도움이 되다,"어떤 것이 목적 달성에 유용함을 나타내는 표현","요가가 건강 관리하는 데 도움이 됩니다.",Helpful Expressions,N + help(s) + (in) + V-ing,"Express that something is useful for achieving a purpose","Yoga helps in maintaining health.","助けの表現",NがVのに役立ちます,"何かが目的達成に有用であることを表す表現","ヨガが健康管理に役立ちます。","帮助表达",N + 有助于 + V,"表达某事对达成目的有用","瑜伽有助于健康管理。",Expresiones de Ayuda,N + ayuda + a + infinitivo,"Expresar que algo es útil para lograr un propósito","El yoga ayuda a mantener la salud.",요가,yoga,ヨガ,瑜伽,yoga
health_stretching_flexibility,health,exercise,basic,"casual,home",instruction,습관 표현,V-는 습관을 기르다,"규칙적으로 어떤 행동을 하는 것을 익히는 표현","스트레칭하는 습관을 기르세요.",Habit Formation,develop/form a habit of + V-ing,"Express acquiring a regular behavior pattern","Develop a habit of stretching.","習慣の表現",Vする習慣をつける,"規則的に何かの行動をすることを身につける表現","ストレッチングする習慣をつけてください。","习惯表达",养成 + V + 的习惯,"表达培养规律行为的表达","养成拉伸的习惯。",Formación de Hábitos,formar el hábito de + infinitivo,"Expresar adquirir un patrón de comportamiento regular","Forma el hábito de estirarte.",스트레칭,stretching,ストレッチング,拉伸,estiramiento
health_weightlifting_strength,health,exercise,intermediate,"casual,social",description,학습 진행형,N을/를 배우고 있다,"현재 무언가를 학습 중임을 나타내는 표현","웨이트 트레이닝을 배우고 있습니다.",Learning in Progress,S + am/is/are + learning + N,"Express ongoing learning process","I am learning weight training.","学習進行形",Nを習っています,"現在何かを学習中であることを表す表現","ウェイトトレーニングを習っています。","学习进行时",正在学 + N,"表达正在学习某事","我正在学举重训练。",Aprendizaje en Progreso,estar + aprendiendo + N,"Expresar proceso de aprendizaje continuo","Estoy aprendiendo entrenamiento con pesas.",웨이트,weightlifting,ウェイトリフティング,举重,levantamiento
health_aerobics_cardio,health,exercise,basic,"casual,social",emotion,감정 과거 표현,N이/가 정말 A았/었어요!,"과거의 강한 감정이나 느낌을 표현하는 문형","에어로빅 수업이 정말 재미있었어요!",Past Emotional Expression,N + was/were + really + adjective!,"Express strong past emotions or feelings","The aerobics class was really fun!","感情の過去表現",Nが本当にAかったです！,"過去の強い感情や気持ちを表現する文型","エアロビクスクラスが本当に楽しかったです！","过去情感表达",N + 真的很 + A + ！,"表达过去强烈的情感或感受","有氧课真的很有趣！",Expresión Emocional Pasada,N + estuvo/fue + realmente + adjetivo!,"Expresar emociones o sentimientos pasados fuertes","¡La clase de aeróbicos estuvo realmente divertida!",에어로빅,aerobics,エアロビクス,有氧运动,aeróbicos
health_pilates_core,health,exercise,intermediate,"polite,social",suggestion,정중한 제안,V-시는 것이 어떨까요?,"상대방에게 정중하게 제안할 때 사용하는 표현","필라테스를 시작하시는 것이 어떨까요?",Polite Suggestions,How about + V-ing?,"Make polite suggestions to someone","How about starting pilates?","丁寧な提案",Vてみてはいかがでしょうか？,"相手に丁寧に提案する時に使う表現","ピラティスを始めてみてはいかがでしょうか？","礼貌建议",V + 怎么样？,"礼貌地向对方提建议","开始普拉提怎么样？",Sugerencias Corteses,¿Qué tal si + verb?,"Hacer sugerencias corteses a alguien","¿Qué tal si empiezas pilates?",필라테스,pilates,ピラティス,普拉提,pilates
