concept_id,domain,category,difficulty,situation,purpose,korean_title,korean_structure,korean_description,korean_example,english_title,english_structure,english_description,english_example,japanese_title,japanese_structure,japanese_description,japanese_example,chinese_title,chinese_structure,chinese_description,chinese_example,spanish_title,spanish_structure,spanish_description,spanish_example,korean_word,english_word,japanese_word,chinese_word,spanish_word
daily_morning_greeting,daily,routine,basic,"casual,home",greeting,아침 인사하기,N이에요,아침이라는 명사를 사용한 기본 문장 구조,아침이에요,Morning Greeting,It is N,Basic sentence structure using the noun morning,It is morning,朝の挨拶,Nです,朝という名詞を使った基本文型,朝です,早晨问候,是N,使用早晨这个名词的基本句型,是早晨,Saludo matutino,Es N,Estructura básica usando el sustantivo mañana,Es mañana,아침,morning,朝,早晨,mañana
daily_wake_action,daily,routine,basic,"casual,home",greeting,일어나는 동작,V + 아/어야 해요,해야 한다는 의무를 나타내는 문법,일어나야 해요,Waking Action,V + need to,Grammar expressing obligation,I need to wake up,起きる動作,V + なければならない,義務を表す文法,起きなければなりません,起床动作,V + 必须,表示义务的语法,必须起床,Acción de despertar,V + tengo que,Gramática que expresa obligación,Tengo que levantarme,일어나다,wake,起きる,起床,levantarse
daily_greeting_word,daily,routine,basic,"casual,home",greeting,일반적인 인사,안녕!,감탄사를 사용한 간단한 인사말,안녕!,General Greeting,Hello!,Simple greeting using interjection,Hello!,一般的な挨拶,こんにちは！,感嘆詞を使った簡単な挨拶,こんにちは！,一般问候,你好！,使用感叹词的简单问候,你好！,Saludo general,¡Hola!,Saludo simple usando interjección,¡Hola!,안녕,hello,こんにちは,你好,hola
daily_start_action,daily,routine,basic,"casual,home",greeting,시작하는 표현,V + 자,제안을 나타내는 문법 표현,시작하자,Starting Expression,Let's V,Grammar expressing suggestion,Let's start,始める表現,V + よう,提案を表す文法表現,始めよう,开始表达,V + 吧,表示建议的语法表达,开始吧,Expresión de comenzar,V + amos,Expresión gramatical de sugerencia,Empecemos,시작하다,start,始める,开始,empezar
daily_family_greeting,daily,routine,basic,"casual,home",greeting,가족과 함께,N + 와/과 함께,동반을 나타내는 조사 사용,가족과 함께,With Family,With N,Preposition indicating accompaniment,With family,家族と一緒,Nと一緒に,同伴を表す助詞の使用,家族と一緒に,和家人一起,和N一起,表示陪伴的介词使用,和家人一起,Con la familia,Con N,Preposición indicando acompañamiento,Con familia,가족,family,家族,家人,familia
daily_breakfast_noun,daily,routine,basic,"casual,home",greeting,아침식사 제안,N + 같이 해요,함께 행동하자는 제안,아침식사 같이 해요,Breakfast Suggestion,Let's have N together,Suggestion to do something together,Let's have breakfast together,朝食の提案,N + 一緒にしましょう,一緒に行動しようという提案,朝食を一緒にしましょう,早餐建议,一起V + N,建议一起做某事,一起吃早餐,Sugerencia de desayuno,V + N juntos,Sugerencia para hacer algo juntos,Desayunemos juntos,아침식사,breakfast,朝食,早餐,desayuno
daily_good_morning,daily,routine,basic,"casual,home",greeting,좋은 것 표현,정말 + ADJ,부사로 형용사를 강조하는 표현,정말 좋은 아침,Expressing Good Things,Really + ADJ,Expression emphasizing adjective with adverb,Really good morning,良いことの表現,本当に + ADJ,副詞で形容詞を強調する表現,本当に良い朝,表达好的事物,真 + ADJ,用副词强调形容词的表达,真好的早晨,Expresar cosas buenas,Realmente + ADJ,Expresión enfatizando adjetivo con adverbio,Realmente buena mañana,좋은,good,良い,好的,bueno
daily_prepare_action,daily,routine,basic,"casual,home",greeting,준비하는 동작,V + 어/아 볼까요?,제안을 나타내는 의문형,준비해볼까요?,Preparing Action,Shall we V?,Interrogative form expressing suggestion,Shall we prepare?,準備する動作,V + てみましょうか?,提案を表す疑問形,準備してみましょうか?,准备动作,我们V + 吧?,表示建议的疑问形,我们准备吧?,Acción de preparar,¿V + amos?,Forma interrogativa expresando sugerencia,¿Preparamos?,준비하다,prepare,準備する,准备,preparar
daily_today_noun,daily,routine,basic,"casual,home",greeting,오늘의 격려,N + 도 + 화이팅!,명사에 격려 표현을 붙인 구조,오늘도 화이팅!,Today's Encouragement,N + too + Fighting!,Structure attaching encouragement to noun,Today too fighting!,今日の励まし,N + も + ファイト！,名詞に励ましの表現をつけた構造,今日もファイト！,今天的鼓励,N + 也 + 加油！,在名词上附加鼓励表达的结构,今天也加油！,Ánimo de hoy,N + también + ¡Ánimo!,Estructura adjuntando ánimo al sustantivo,¡Hoy también ánimo!,오늘,today,今日,今天,hoy
daily_house_greeting,daily,routine,basic,"casual,home",greeting,장소에서 인사,N + 에서,장소를 나타내는 조사 사용,집에서 인사,Greeting from Place,From N,Using preposition indicating place,Greeting from house,場所での挨拶,Nで,場所を表す助詞の使用,家で挨拶,在地点问候,在N,使用表示地点的介词,在家问候,Saludo desde lugar,Desde N,Usando preposición indicando lugar,Saludo desde casa,집,house,家,家,casa
