concept_id,domain,category,difficulty,situation,purpose,korean_title,korean_structure,korean_description,korean_example,english_title,english_structure,english_description,english_example,japanese_title,japanese_structure,japanese_description,japanese_example,chinese_title,chinese_structure,chinese_description,chinese_example,spanish_title,spanish_structure,spanish_description,spanish_example,korean_word,english_word,japanese_word,chinese_word,spanish_word
business_agenda_plan,business,meeting,intermediate,"polite,work",instruction,안건 순서 나열,안건 + 번호 + 에 대해,회의 안건을 순서대로 제시하는 표현,"안건 1번에 대해 먼저 논의하겠습니다.",Agenda Item Ordering,Agenda + number + discussion,Expression for presenting agenda items in order,"Let's discuss agenda item 1 first.",議題順序の表現,議題 + 番号 + について,会議の議題を順序立てて提示する表現,"議題1番について最初に議論しましょう。",议程项目排序,议程 + 编号 + 讨论,按顺序提出会议议程的表达,"让我们先讨论议程第1项。",Orden de puntos de agenda,Punto + número + discusión,Expresión para presentar puntos de agenda en orden,"Discutamos primero el punto 1 de la agenda.",안건,agenda,議題,议程,agenda
business_meeting_gathering,business,meeting,basic,"polite,work",instruction,회의 시간 안내,N시에 + 회의가 + 있습니다,회의 시간을 알리는 기본 표현,"2시에 팀 회의가 있습니다.",Meeting Time Announcement,Meeting at + time,Basic expression for announcing meeting time,"There's a team meeting at 2 o'clock.",会議時間の案内,N時に + 会議が + あります,会議時間を知らせる基本表現,"2時にチーム会議があります。",会议时间通知,N点 + 有会议,通知会议时间的基本表达,"2点有团队会议。",Anuncio de hora de reunión,Reunión a las + hora,Expresión básica para anunciar hora de reunión,"Hay reunión de equipo a las 2 en punto.",회의,meeting,会議,会议,reunión
business_minutes_record,business,meeting,intermediate,"polite,work",description,회의록 작성법,회의 내용을 + 기록합니다,회의 내용을 문서화하는 방법,"오늘 회의 내용을 자세히 기록합니다.",Meeting Minutes Documentation,Record + meeting content,Method for documenting meeting proceedings,"We record today's meeting content in detail.",議事録作成方法,会議内容を + 記録します,会議内容を文書化する方法,"今日の会議内容を詳しく記録します。",会议记录方法,记录 + 会议内容,记录会议进程的方法,"我们详细记录今天的会议内容。",Método de actas de reunión,Registrar + contenido de reunión,Método para documentar procedimientos de reunión,"Registramos el contenido de la reunión de hoy en detalle.",회의록,minutes,議事録,会议记录,acta
business_chair_leader,business,meeting,intermediate,"polite,work",instruction,의장 역할 표현,N님이 + 의장을 + 맡으십니다,회의 의장 지명에 대한 표현,"김 부장님이 오늘 의장을 맡으십니다.",Chairperson Role Expression,N + chairs + the meeting,Expression for designating meeting chairperson,"Director Kim chairs today's meeting.",議長役割の表現,Nさんが + 議長を + 務めます,会議議長の指名に関する表現,"金部長さんが今日議長を務めます。",主席角色表达,N + 担任 + 主席,指定会议主席的表达,"金部长担任今天的主席。",Expresión de rol de presidente,N + preside + la reunión,Expresión para designar presidente de reunión,"El Director Kim preside la reunión de hoy.",의장,chair,議長,主席,presidente
business_attendee_participant,business,meeting,basic,"polite,work",description,참석자 현황 보고,N명의 + 참석자가 + 있습니다,참석자 수를 보고하는 표현,"총 8명의 참석자가 있습니다.",Attendee Count Report,N + attendees + are present,Expression for reporting number of attendees,"There are 8 attendees in total.",参加者現況報告,N名の + 参加者が + います,参加者数を報告する表現,"合計8名の参加者がいます。",参会者状况报告,N名 + 参会者 + 在场,报告参会者人数的表达,"总共有8名参会者在场。",Informe de asistentes,N + asistentes + están presentes,Expresión para reportar número de asistentes,"Hay 8 asistentes en total.",참석자,attendee,参加者,参会者,asistente
business_discussion_talk,business,meeting,intermediate,"polite,social",suggestion,토론 진행 방법,이 주제로 + 토론하겠습니다,특정 주제에 대한 토론 시작 표현,"이 주제로 자유롭게 토론하겠습니다.",Discussion Facilitation,Discuss + this topic,Expression for starting discussion on specific topic,"Let's freely discuss this topic.",討論進行方法,このテーマで + 討論します,特定のテーマについての討論開始表現,"このテーマで自由に討論します。",讨论进行方法,就这个主题 + 讨论,就特定主题开始讨论的表达,"让我们就这个主题自由讨论。",Método de facilitación de discusión,Discutir + este tema,Expresión para iniciar discusión sobre tema específico,"Discutamos libremente este tema.",토론,discussion,討論,讨论,discusión
business_decision_choice,business,meeting,intermediate,"polite,work",agreement,의사결정 과정,N에 대해 + 결정하겠습니다,공식적인 결정 과정을 나타내는 표현,"이 안건에 대해 최종 결정하겠습니다.",Decision Making Process,Decide on + N,Expression for formal decision-making process,"We will make a final decision on this agenda item.",意思決定過程,Nについて + 決定します,公式的な決定過程を表す表現,"この議題について最終決定します。",决策过程,对 + N + 做决定,表示正式决策过程的表达,"我们将对这个议题做最终决定。",Proceso de toma de decisiones,Decidir sobre + N,Expresión para proceso formal de toma de decisiones,"Tomaremos una decisión final sobre este punto.",결정,decision,決定,决定,decisión
business_proposal_suggestion,business,meeting,intermediate,"polite,work",suggestion,제안서 발표,새로운 + N + 제안서입니다,제안서를 공식적으로 발표하는 표현,"새로운 마케팅 전략 제안서입니다.",Proposal Presentation,New + N + proposal,Expression for formally presenting proposals,"This is a new marketing strategy proposal.",提案書発表,新しい + N + 提案書です,提案書を公式的に発表する表現,"新しいマーケティング戦略提案書です。",提案书发布,新的 + N + 提案,正式发布提案的表达,"这是新的营销策略提案。",Presentación de propuesta,Nueva propuesta de + N,Expresión para presentar propuestas formalmente,"Esta es una nueva propuesta de estrategia de marketing.",제안서,proposal,提案書,提案,propuesta
business_when_timing,business,meeting,basic,"polite,work",question,시간 문의 표현,언제 + N이/가 + 있나요?,시간이나 일정을 묻는 의문문,"언제 다음 회의가 있나요?",Time Inquiry Expression,When is + N?,Question pattern for asking about time or schedule,"When is the next meeting?",時間問い合わせ表現,いつ + Nが + ありますか?,時間やスケジュールを尋ねる疑問文,"いつ次の会議がありますか？",时间询问表达,什么时候 + N?,询问时间或日程的疑问句,"什么时候开下次会议？",Expresión de consulta de tiempo,¿Cuándo es + N?,Patrón de pregunta para consultar tiempo o horario,"¿Cuándo es la próxima reunión?",언제,when,いつ,什么时候,cuándo
business_vote_ballot,business,meeting,basic,"polite,work",question,투표 진행 방식,N에 대해 + 투표하겠습니다,투표로 결정하는 과정을 나타내는 표현,"이 안건에 대해 거수 투표하겠습니다.",Voting Process,Vote on + N,Expression for decision-making through voting,"We will vote by show of hands on this agenda item.",投票進行方式,Nについて + 投票します,投票で決定する過程を表す表現,"この議題について挙手投票します。",投票进行方式,对 + N + 投票,通过投票决定的过程表达,"我们将对这个议题举手投票。",Proceso de votación,Votar sobre + N,Expresión para toma de decisiones mediante votación,"Votaremos a mano alzada sobre este punto.",투표,vote,投票,投票,voto
