concept_id,domain,category,difficulty,emoji,color,situation,purpose,korean_word,korean_pronunciation,korean_definition,korean_pos,korean_synonyms,korean_antonyms,korean_word_family,korean_compound_words,korean_collocations,english_word,english_pronunciation,english_definition,english_pos,english_synonyms,english_antonyms,english_word_family,english_compound_words,english_collocations,chinese_word,chinese_pronunciation,chinese_definition,chinese_pos,chinese_synonyms,chinese_antonyms,chinese_word_family,chinese_compound_words,chinese_collocations,japanese_word,japanese_pronunciation,japanese_definition,japanese_pos,japanese_synonyms,japanese_antonyms,japanese_word_family,japanese_compound_words,japanese_collocations,spanish_word,spanish_pronunciation,spanish_definition,spanish_pos,spanish_synonyms,spanish_antonyms,spanish_word_family,spanish_compound_words,spanish_collocations,korean_example,english_example,chinese_example,japanese_example,spanish_example
daily_bus_vehicle,daily,transportation,basic,🚌,#4CAF50,"casual,public",question,버스,beo-seu,대중교통 차량,명사,"대중교통,시내버스","자가용,택시","교통,차량","시내버스,고속버스","편리한 버스,저렴한 버스",bus,/bʌs/,public transportation vehicle,noun,"public transport,coach","car,taxi","transport,vehicle","city bus,school bus","convenient bus,cheap bus",公交车,gong jiao che,公共交通工具,名词,"公共汽车,巴士","私家车,出租车","交通,车辆","市内公交,长途汽车","方便的公交,便宜的公交",バス,basu,公共交通機関,名詞,"公共バス,路線バス","自家用車,タクシー","交通,車両","市内バス,高速バス","便利なバス,安いバス",autobús,au-to-bus,vehículo de transporte público,sustantivo,"transporte público,ómnibus","coche,taxi","transporte,vehículo","autobús urbano,autobús escolar","autobús conveniente,autobús barato",버스가 언제 와요?,When does the bus come?,公交车什么时候来？,バスはいつ来ますか？,¿Cuándo viene el autobús?
daily_subway_train,daily,transportation,basic,🚇,#2196F3,"casual,public",request,지하철,ji-ha-cheol,지하 철도 교통,명사,"전철,메트로","버스,택시","철도,교통","도시철도,전철","빠른 지하철,깨끗한 지하철",subway,/ˈsʌbweɪ/,underground railway system,noun,"metro,underground","bus,taxi","railway,transport","city metro,rapid transit","fast subway,clean subway",地铁,di tie,地下铁路系统,名词,"地下铁,轨道交通","公交车,出租车","铁路,交通","城市地铁,轨道交通","快速地铁,干净地铁",地下鉄,chikatetsu,地下鉄道システム,名詞,"メトロ,地下電車","バス,タクシー","鉄道,交通","都市鉄道,地下鉄道","速い地下鉄,きれいな地下鉄",metro,me-tro,sistema de ferrocarril subterráneo,sustantivo,"subterráneo,tren subterráneo","autobús,taxi","ferrocarril,transporte","metro urbano,tren rápido","metro rápido,metro limpio",지하철을 타고 가요.,I take the subway.,我坐地铁去。,地下鉄に乗って行きます。,Voy en metro.
daily_taxi_car,daily,transportation,basic,🚕,#FFC107,"polite,public",request,택시,taek-si,승용차 운송 서비스,명사,"개인택시,콜택시","버스,지하철","운송,서비스","개인택시,콜택시","편리한 택시,빠른 택시",taxi,/ˈtæksi/,hired passenger car,noun,"cab,taxicab","bus,subway","transport,vehicle","private taxi,ride share","convenient taxi,fast taxi",出租车,chu zu che,租赁客车服务,名词,"的士,计程车","公交车,地铁","运输,服务","私人出租车,网约车","方便的出租车,快速出租车",タクシー,takushii,雇用乗用車,名詞,"ハイヤー,キャブ","バス,地下鉄","運送,車両","個人タクシー,配車サービス","便利なタクシー,速いタクシー",taxi,tak-si,automóvil de alquiler,sustantivo,"cab,coche de alquiler","autobús,metro","transporte,vehículo","taxi privado,servicio de viajes","taxi conveniente,taxi rápido",택시를 불러주세요.,Please call a taxi.,请叫一辆出租车。,タクシーを呼んでください。,Por favor llame un taxi.
daily_train_railway,daily,transportation,intermediate,🚆,#607D8B,"casual,travel",instruction,기차,gi-cha,철도 교통수단,명사,"열차,철도","버스,자동차","철도,운송","고속열차,화물열차","빠른 기차,편안한 기차",train,/treɪn/,railway transportation,noun,"locomotive,railway","bus,car","rail,transport","high speed train,freight train","fast train,comfortable train",火车,huo che,铁路交通工具,名词,"列车,铁路","汽车,公交","铁路,运输","高速列车,货运列车","快速火车,舒适火车",電車,densha,鉄道交通手段,名詞,"列車,鉄道","バス,自動車","鉄道,運送","高速列車,貨物列車","速い電車,快適な電車",tren,tren,medio de transporte ferroviario,sustantivo,"locomotora,ferrocarril","autobús,coche","ferrocarril,transporte","tren de alta velocidad,tren de carga","tren rápido,tren cómodo",기차표를 예매했어요.,I booked a train ticket.,我预订了火车票。,電車の切符を予約しました。,Reservé un boleto de tren.
daily_bicycle_bike,daily,transportation,basic,🚲,#4CAF50,"casual,home",suggestion,자전거,ja-jeon-geo,두 바퀴 운송수단,명사,"바이크,자전거","자동차,오토바이","운송,바퀴","산악자전거,도로자전거","새 자전거,헌 자전거",bicycle,/ˈbaɪsɪkəl/,two-wheeled vehicle,noun,"bike,cycle","car,motorcycle","transport,wheel","mountain bike,road bike","new bicycle,old bicycle",自行车,zi xing che,两轮交通工具,名词,"单车,脚踏车","汽车,摩托车","交通,车轮","山地自行车,公路自行车","新自行车,旧自行车",自転車,jitensha,二輪車両,名詞,"バイク,チャリ","車,オートバイ","交通,車輪","マウンテンバイク,ロードバイク","新しい自転車,古い自転車",bicicleta,bi-ci-cle-ta,vehículo de dos ruedas,sustantivo,"bici,ciclo","coche,motocicleta","transporte,rueda","bicicleta de montaña,bicicleta de carretera","bicicleta nueva,bicicleta vieja",자전거를 타는 게 어때요?,How about riding a bicycle?,骑自行车怎么样？,自転車に乗るのはどうですか？,¿Qué tal andar en bicicleta?
daily_car_automobile,daily,transportation,basic,🚗,#FF5722,"casual,public",description,자동차,ja-dong-cha,개인 운송수단,명사,"승용차,차량","자전거,도보","운송,차량","승용차,화물차","새 자동차,중고차",car,/kɑːr/,personal motor vehicle,noun,"automobile,vehicle","bicycle,walking","transport,motor","passenger car,truck","new car,used car",汽车,qi che,个人机动车辆,名词,"轿车,车辆","自行车,步行","交通,车辆","乘用车,卡车","新汽车,二手车",車,kuruma,個人用自動車,名詞,"自動車,車両","自転車,徒歩","交通,車両","乗用車,トラック","新しい車,中古車",coche,co-che,vehículo motor personal,sustantivo,"automóvil,vehículo","bicicleta,caminar","transporte,motor","coche de pasajeros,camión","coche nuevo,coche usado",자동차로 여행을 가요.,I travel by car.,我开车去旅行。,車で旅行に行きます。,Viajo en coche.
daily_airplane_aircraft,daily,transportation,intermediate,✈️,#2196F3,"polite,travel",emotion,비행기,bi-haeng-gi,항공 운송수단,명사,"항공기,여객기","기차,자동차","항공,운송","여객기,화물기","큰 비행기,작은 비행기",airplane,/ˈerpleɪn/,aircraft for air travel,noun,"plane,aircraft","train,car","aviation,transport","passenger plane,cargo plane","big airplane,small airplane",飞机,fei ji,航空运输工具,名词,"客机,航空器","火车,汽车","航空,运输","客机,货机","大飞机,小飞机",飛行機,hikouki,航空輸送手段,名詞,"航空機,旅客機","電車,自動車","航空,運送","旅客機,貨物機","大きな飛行機,小さな飛行機",avión,a-vion,aeronave para viajes aéreos,sustantivo,"aeroplano,aeronave","tren,coche","aviación,transporte","avión de pasajeros,avión de carga","avión grande,avión pequeño",비행기가 정말 빨라요!,The airplane is really fast!,飞机真的很快！,飛行機は本当に速いです！,¡El avión es realmente rápido!
daily_motorcycle_bike,daily,transportation,intermediate,🏍️,#FF9800,"casual,public",opinion,오토바이,o-to-ba-i,이륜 동력 차량,명사,"모터사이클,바이크","자동차,자전거","운송,바퀴","스쿠터,오토바이","빠른 오토바이,조용한 오토바이",motorcycle,/ˈmoʊtərˌsaɪkəl/,two-wheeled motor vehicle,noun,"motorbike,bike","car,bicycle","transport,motor","scooter,motorcycle","fast motorcycle,quiet motorcycle",摩托车,mo tuo che,两轮机动车辆,名词,"摩托,机车","汽车,自行车","交通,车辆","踏板车,摩托车","快速摩托车,安静摩托车",オートバイ,ootobai,二輪動力車両,名詞,"バイク,モーターサイクル","自動車,自転車","交通,車両","スクーター,オートバイ","速いオートバイ,静かなオートバイ",motocicleta,mo-to-ci-cle-ta,vehículo motorizado de dos ruedas,sustantivo,"moto,motorbike","coche,bicicleta","transporte,motor","scooter,motocicleta","motocicleta rápida,motocicleta silenciosa",오토바이가 편리한 것 같아요.,I think motorcycles are convenient.,我觉得摩托车很方便。,オートバイは便利だと思います。,Creo que las motocicletas son convenientes.
daily_ship_boat,daily,transportation,intermediate,🚢,#03A9F4,"polite,travel",description,배,bae,수상 운송수단,명사,"선박,보트","비행기,자동차","운송,수상","여객선,화물선","큰 배,작은 배",ship,/ʃɪp/,waterborne transportation,noun,"boat,vessel","airplane,car","transport,marine","passenger ship,cargo ship","big ship,small ship",船,chuan,水上运输工具,名词,"船只,船舶","飞机,汽车","运输,水上","客船,货船","大船,小船",船,fune,水上輸送手段,名詞,"船舶,ボート","飛行機,自動車","運送,水上","客船,貨物船","大きな船,小さな船",barco,bar-co,medio de transporte acuático,sustantivo,"nave,embarcación","avión,coche","transporte,marítimo","barco de pasajeros,barco de carga","barco grande,barco pequeño",배는 바다를 건넙니다.,The ship crosses the ocean.,船穿越海洋。,船は海を渡ります。,El barco cruza el océano.
daily_truck_vehicle,daily,transportation,basic,🚚,#795548,"casual,work",instruction,트럭,teu-reok,화물 운송 차량,명사,"화물차,트럭","승용차,버스","운송,화물","대형트럭,소형트럭","새 트럭,중고 트럭",truck,/trʌk/,freight transport vehicle,noun,"lorry,freight vehicle","car,bus","transport,cargo","heavy truck,light truck","new truck,used truck",卡车,ka che,货物运输车辆,名词,"货车,载货汽车","轿车,公交车","运输,货物","重型卡车,轻型卡车","新卡车,旧卡车",トラック,torakku,貨物輸送車両,名詞,"貨物車,運送車","乗用車,バス","運送,貨物","大型トラック,小型トラック","新しいトラック,古いトラック",camión,ca-mion,vehículo de transporte de carga,sustantivo,"camión de carga,vehículo de carga","coche,autobús","transporte,carga","camión pesado,camión ligero","camión nuevo,camión usado",트럭으로 짐을 옮기세요.,Move the luggage with a truck.,用卡车搬运行李。,トラックで荷物を運んでください。,Mueva el equipaje con un camión.
